IdSiniestro,NumeroVictimas,Año,Mes,Dia,Hora,IdTransporteVictima,IdTransporteAcusado,Gravedad
20160001,1,2016,1,1,4,6,4,Victimas Mortales
20160002,1,2016,1,2,1,4,7,Victimas Mortales
20160003,1,2016,1,3,7,6,4,Victimas Mortales
20160004,1,2016,1,10,0,6,,Victimas Mortales
20160005,1,2016,1,21,5,6,7,Victimas Mortales
20160008,1,2016,1,24,18,6,11,Victimas Mortales
20160009,1,2016,1,24,19,6,4,Victimas Mortales
20160010,1,2016,1,29,15,6,4,Victimas Mortales
20160012,1,2016,2,8,1,6,9,Victimas Mortales
20160013,1,2016,2,10,11,1,4,Victimas Mortales
20160015,1,2016,2,14,5,1,4,Victimas Mortales
20160016,1,2016,2,14,22,6,4,Victimas Mortales
20160017,1,2016,2,15,16,1,6,Victimas Mortales
20160019,1,2016,2,17,9,1,7,Victimas Mortales
20160020,1,2016,2,17,16,1,4,Victimas Mortales
20160021,1,2016,2,17,23,4,4,Victimas Mortales
20160022,1,2016,2,21,6,6,4,Victimas Mortales
20160025,1,2016,2,28,4,4,4,Victimas Mortales
20160026,1,2016,2,28,7,4,11,Victimas Mortales
20160027,1,2016,2,28,9,4,4,Victimas Mortales
20160028,1,2016,3,2,10,1,9,Victimas Mortales
20160029,1,2016,3,4,17,1,7,Victimas Mortales
20160031,1,2016,3,8,12,6,7,Victimas Mortales
20160034,1,2016,3,12,12,1,7,Victimas Mortales
20160035,1,2016,3,13,6,6,7,Victimas Mortales
20160036,1,2016,3,14,0,6,7,Victimas Mortales
20160037,1,2016,3,19,11,6,6,Victimas Mortales
20160038,1,2016,3,21,8,1,7,Victimas Mortales
20160039,1,2016,3,23,1,6,7,Victimas Mortales
20160041,2,2016,3,29,11,6,9,Victimas Mortales
20160043,1,2016,3,30,18,1,9,Victimas Mortales
20160044,1,2016,3,31,19,6,12,Victimas Mortales
20160045,1,2016,4,11,10,6,,Victimas Mortales
20160047,1,2016,4,15,5,1,7,Victimas Mortales
20160048,1,2016,4,15,17,1,7,Victimas Mortales
20160049,1,2016,4,17,0,,,Victimas Mortales
20160050,1,2016,4,19,9,1,7,Victimas Mortales
20160051,1,2016,4,20,4,6,9,Victimas Mortales
20160052,1,2016,4,20,20,6,,Victimas Mortales
20160053,1,2016,4,22,9,1,7,Victimas Mortales
20160054,1,2016,4,23,21,6,6,Victimas Mortales
20160055,1,2016,4,25,20,1,9,Victimas Mortales
20160056,1,2016,4,26,4,6,11,Victimas Mortales
20160058,1,2016,5,4,14,1,6,Victimas Mortales
20160059,1,2016,5,8,16,1,7,Victimas Mortales
20160064,1,2016,5,14,18,1,7,Victimas Mortales
20160065,1,2016,5,20,14,1,4,Victimas Mortales
20160067,1,2016,5,21,17,6,7,Victimas Mortales
20160068,1,2016,5,22,22,6,7,Victimas Mortales
20160069,1,2016,5,23,3,4,9,Victimas Mortales
20160073,1,2016,6,11,15,6,9,Victimas Mortales
20160074,1,2016,6,12,6,4,4,Victimas Mortales
20160075,1,2016,6,12,23,1,4,Victimas Mortales
20160076,1,2016,6,13,16,1,7,Victimas Mortales
20160077,1,2016,6,13,21,1,7,Victimas Mortales
20160078,1,2016,6,13,23,6,6,Victimas Mortales
20160079,1,2016,6,16,17,4,4,Victimas Mortales
20160080,1,2016,6,18,6,4,,Victimas Mortales
20160081,1,2016,6,22,7,6,4,Victimas Mortales
20160082,1,2016,6,27,18,1,4,Victimas Mortales
20160083,1,2016,6,28,20,1,6,Victimas Mortales
20160084,1,2016,6,29,22,1,7,Victimas Mortales
20160085,1,2016,6,29,22,6,13,Victimas Mortales
20160086,1,2016,6,30,16,1,7,Victimas Mortales
20160087,1,2016,7,3,0,6,11,Victimas Mortales
20160088,1,2016,7,11,15,1,4,Victimas Mortales
20160089,1,2016,7,14,6,1,4,Victimas Mortales
20160090,1,2016,7,14,22,1,7,Victimas Mortales
20160092,1,2016,7,15,11,6,9,Victimas Mortales
20160093,1,2016,7,17,3,4,4,Victimas Mortales
20160095,1,2016,7,23,6,6,4,Victimas Mortales
20160096,1,2016,7,25,7,6,9,Victimas Mortales
20160097,1,2016,7,26,18,1,4,Victimas Mortales
20160098,1,2016,7,27,16,6,9,Victimas Mortales
20160099,1,2016,7,29,16,9,9,Victimas Mortales
20160100,1,2016,8,3,23,6,11,Victimas Mortales
20160101,1,2016,8,7,19,,,Victimas Mortales
20160102,1,2016,8,10,23,6,9,Victimas Mortales
20160104,1,2016,8,14,21,6,7,Victimas Mortales
20160105,1,2016,8,17,0,1,7,Victimas Mortales
20160106,1,2016,8,19,21,1,7,Victimas Mortales
20160107,1,2016,8,20,8,6,4,Victimas Mortales
20160109,1,2016,8,24,5,4,11,Victimas Mortales
20160110,1,2016,8,24,20,1,,Victimas Mortales
20160111,1,2016,8,25,9,6,9,Victimas Mortales
20160112,1,2016,8,27,4,6,11,Victimas Mortales
20160113,1,2016,8,27,16,1,7,Victimas Mortales
20160114,1,2016,8,31,11,2,9,Victimas Mortales
20160115,1,2016,9,2,11,,9,Victimas Mortales
20160116,1,2016,9,2,20,6,4,Victimas Mortales
20160117,1,2016,9,3,15,4,4,Victimas Mortales
20160118,1,2016,9,4,3,4,4,Victimas Mortales
20160119,1,2016,9,4,6,,,Victimas Mortales
20160122,1,2016,9,13,7,2,7,Victimas Mortales
20160123,1,2016,9,14,9,6,4,Victimas Mortales
20160124,1,2016,9,16,15,1,7,Victimas Mortales
20160125,1,2016,9,17,12,6,6,Victimas Mortales
20160126,2,2016,9,18,22,4,9,Victimas Mortales
20160127,1,2016,9,24,10,1,7,Victimas Mortales
20160128,1,2016,10,2,11,1,7,Victimas Mortales
20160130,1,2016,10,4,12,6,9,Victimas Mortales
20160131,1,2016,10,9,19,1,4,Victimas Mortales
20160132,1,2016,10,10,2,4,7,Victimas Mortales
20160133,1,2016,10,14,0,6,4,Victimas Mortales
20160134,1,2016,10,23,5,6,11,Victimas Mortales
20160135,1,2016,10,24,5,1,,Victimas Mortales
20160136,1,2016,10,25,0,6,9,Victimas Mortales
20160137,1,2016,10,25,0,6,6,Victimas Mortales
20160138,1,2016,10,27,20,2,9,Victimas Mortales
20160139,1,2016,10,28,23,6,6,Victimas Mortales
20160140,1,2016,10,31,2,7,7,Victimas Mortales
20160142,1,2016,11,5,23,6,7,Victimas Mortales
20160143,1,2016,11,6,4,6,,Victimas Mortales
20160144,1,2016,11,7,12,1,7,Victimas Mortales
20160145,1,2016,11,7,20,6,4,Victimas Mortales
20160146,1,2016,11,9,20,1,7,Victimas Mortales
20160147,1,2016,11,16,21,10,7,Victimas Mortales
20160148,1,2016,11,16,22,6,6,Victimas Mortales
20160150,1,2016,11,18,18,9,9,Victimas Mortales
20160151,1,2016,11,18,20,1,,Victimas Mortales
20160152,1,2016,11,23,21,6,4,Victimas Mortales
20160153,1,2016,11,25,15,1,6,Victimas Mortales
20160154,1,2016,11,26,14,6,6,Victimas Mortales
20160155,1,2016,11,26,16,1,4,Victimas Mortales
20160156,1,2016,11,26,19,6,7,Victimas Mortales
20160157,1,2016,12,3,6,6,6,Victimas Mortales
20160159,1,2016,12,4,7,4,,Victimas Mortales
20160160,1,2016,12,6,5,9,11,Victimas Mortales
20160161,1,2016,12,6,7,1,7,Victimas Mortales
20160162,1,2016,12,7,5,1,4,Victimas Mortales
20160163,1,2016,12,10,7,6,4,Victimas Mortales
20160164,1,2016,12,11,6,4,4,Victimas Mortales
20160165,1,2016,12,12,8,2,7,Victimas Mortales
20160168,1,2016,12,13,10,6,4,Victimas Mortales
20160169,1,2016,12,15,15,6,7,Victimas Mortales
20160170,1,2016,12,19,17,6,4,Victimas Mortales
20160171,1,2016,12,25,19,6,6,Victimas Mortales
20160172,1,2016,12,26,8,6,9,Victimas Mortales
20160173,1,2016,12,26,19,6,9,Victimas Mortales
20160174,1,2016,12,27,0,,,Victimas Mortales
20160175,1,2016,12,27,8,1,2,Victimas Mortales
20160176,1,2016,12,28,1,6,7,Victimas Mortales
20160177,1,2016,12,29,4,1,4,Victimas Mortales
20160178,1,2016,12,30,16,1,12,Victimas Mortales
20170001,1,2017,1,2,1,6,9,Victimas Mortales
20170003,1,2017,1,5,3,9,9,Victimas Mortales
20170007,1,2017,1,11,17,1,12,Victimas Mortales
20170008,1,2017,1,16,0,6,7,Victimas Mortales
20170009,1,2017,1,16,13,6,9,Victimas Mortales
20170010,1,2017,1,16,16,6,4,Victimas Mortales
20170011,1,2017,1,22,2,6,11,Victimas Mortales
20170012,1,2017,1,24,14,6,9,Victimas Mortales
20170013,1,2017,1,27,7,1,9,Victimas Mortales
20170014,1,2017,1,28,8,6,12,Victimas Mortales
20170015,1,2017,2,2,15,1,4,Victimas Mortales
20170016,1,2017,2,3,5,6,9,Victimas Mortales
20170017,1,2017,2,6,8,6,4,Victimas Mortales
20170018,1,2017,2,9,7,6,4,Victimas Mortales
20170021,1,2017,2,18,5,6,7,Victimas Mortales
20170024,1,2017,2,23,20,1,7,Victimas Mortales
20170025,1,2017,2,24,17,6,,Victimas Mortales
20170026,2,2017,2,26,5,4,11,Victimas Mortales
20170027,1,2017,2,26,21,1,4,Victimas Mortales
20170028,1,2017,2,28,9,1,4,Victimas Mortales
20170029,1,2017,3,7,2,,4,Victimas Mortales
20170030,1,2017,3,7,8,4,7,Victimas Mortales
20170031,1,2017,3,11,1,4,11,Victimas Mortales
20170032,1,2017,3,12,5,4,4,Victimas Mortales
20170033,1,2017,3,12,7,4,4,Victimas Mortales
20170034,1,2017,3,13,7,1,4,Victimas Mortales
20170035,3,2017,3,23,5,4,11,Victimas Mortales
20170036,2,2017,3,29,18,6,7,Victimas Mortales
20170037,1,2017,3,31,3,6,9,Victimas Mortales
20170038,1,2017,4,1,19,6,4,Victimas Mortales
20170040,1,2017,4,3,9,4,12,Victimas Mortales
20170041,1,2017,4,3,23,6,4,Victimas Mortales
20170042,1,2017,4,10,9,6,9,Victimas Mortales
20170045,1,2017,4,14,6,6,11,Victimas Mortales
20170047,1,2017,4,23,6,6,4,Victimas Mortales
20170049,1,2017,4,27,18,1,7,Victimas Mortales
20170050,2,2017,4,28,11,6,9,Victimas Mortales
20170051,1,2017,5,1,3,4,4,Victimas Mortales
20170052,1,2017,5,5,3,1,9,Victimas Mortales
20170053,1,2017,5,5,20,6,9,Victimas Mortales
20170054,1,2017,5,7,21,6,4,Victimas Mortales
20170055,1,2017,5,9,8,4,4,Victimas Mortales
20170058,1,2017,5,9,23,1,6,Victimas Mortales
20170059,1,2017,5,11,9,1,7,Victimas Mortales
20170060,1,2017,5,13,7,6,11,Victimas Mortales
20170061,1,2017,5,15,13,1,6,Victimas Mortales
20170062,1,2017,5,15,16,6,9,Victimas Mortales
20170063,1,2017,5,17,10,1,7,Victimas Mortales
20170064,1,2017,5,20,5,9,4,Victimas Mortales
20170065,1,2017,5,22,16,2,9,Victimas Mortales
20170066,1,2017,5,22,18,1,7,Victimas Mortales
20170067,1,2017,5,23,2,6,9,Victimas Mortales
20170068,1,2017,5,27,19,6,11,Victimas Mortales
20170069,1,2017,5,24,14,6,,Victimas Mortales
20170070,1,2017,5,30,13,1,4,Victimas Mortales
20170072,1,2017,6,3,23,4,4,Victimas Mortales
20170073,1,2017,6,4,9,6,4,Victimas Mortales
20170074,1,2017,6,4,12,,,Victimas Mortales
20170075,1,2017,6,12,22,1,6,Victimas Mortales
20170076,1,2017,6,13,14,1,9,Victimas Mortales
20170077,1,2017,6,17,23,6,9,Victimas Mortales
20170079,1,2017,6,19,16,6,9,Victimas Mortales
20170080,1,2017,6,22,10,1,9,Victimas Mortales
20170082,1,2017,6,25,22,1,4,Victimas Mortales
20170083,1,2017,7,4,0,6,9,Victimas Mortales
20170084,1,2017,7,5,12,1,7,Victimas Mortales
20170085,1,2017,7,7,14,1,7,Victimas Mortales
20170086,1,2017,7,9,7,1,6,Victimas Mortales
20170087,1,2017,7,10,10,1,4,Victimas Mortales
20170088,1,2017,7,10,22,1,7,Victimas Mortales
20170089,1,2017,7,13,12,,4,Victimas Mortales
20170090,1,2017,7,15,5,1,4,Victimas Mortales
20170091,1,2017,7,15,13,6,,Victimas Mortales
20170092,1,2017,7,24,22,1,4,Victimas Mortales
20170093,1,2017,7,25,16,1,4,Victimas Mortales
20170094,1,2017,7,27,8,2,9,Victimas Mortales
20170095,1,2017,8,6,8,6,4,Victimas Mortales
20170096,1,2017,8,7,19,1,7,Victimas Mortales
20170098,1,2017,8,8,12,1,4,Victimas Mortales
20170099,1,2017,8,17,19,2,4,Victimas Mortales
20170100,1,2017,8,21,7,6,11,Victimas Mortales
20170101,1,2017,8,23,10,1,12,Victimas Mortales
20170102,1,2017,8,24,1,1,9,Victimas Mortales
20170104,1,2017,8,25,9,1,9,Victimas Mortales
20170106,1,2017,8,31,19,1,7,Victimas Mortales
20170107,1,2017,9,1,11,6,9,Victimas Mortales
20170108,2,2017,9,2,4,11,4,Victimas Mortales
20170109,1,2017,9,4,21,6,4,Victimas Mortales
20170110,1,2017,9,6,14,1,7,Victimas Mortales
20170111,1,2017,9,7,18,1,9,Victimas Mortales
20170112,2,2017,9,10,9,4,11,Victimas Mortales
20170113,1,2017,9,11,6,1,7,Victimas Mortales
20170114,1,2017,9,15,2,4,11,Victimas Mortales
20170115,1,2017,9,19,18,6,2,Victimas Mortales
20170116,1,2017,9,20,22,6,11,Victimas Mortales
20170118,1,2017,9,22,7,6,4,Victimas Mortales
20170120,1,2017,10,2,15,6,9,Victimas Mortales
20170123,1,2017,10,10,1,1,4,Victimas Mortales
20170124,1,2017,10,12,14,6,7,Victimas Mortales
20170125,1,2017,10,13,6,6,11,Victimas Mortales
20170126,2,2017,10,14,6,4,11,Victimas Mortales
20170127,1,2017,10,16,7,6,6,Victimas Mortales
20170128,1,2017,10,17,12,1,7,Victimas Mortales
20170129,1,2017,10,26,19,6,7,Victimas Mortales
20170130,1,2017,10,27,5,4,9,Victimas Mortales
20170132,1,2017,10,30,14,6,7,Victimas Mortales
20170134,1,2017,11,6,18,1,7,Victimas Mortales
20170135,1,2017,11,7,12,6,9,Victimas Mortales
20170136,1,2017,11,16,8,1,7,Victimas Mortales
20170137,1,2017,11,17,11,1,9,Victimas Mortales
20170138,1,2017,11,19,10,6,11,Victimas Mortales
20170139,1,2017,11,19,22,4,11,Victimas Mortales
20170140,1,2017,11,19,23,6,7,Victimas Mortales
20170141,1,2017,11,23,19,1,7,Victimas Mortales
20170143,1,2017,11,25,21,4,7,Victimas Mortales
20170144,1,2017,11,26,6,4,11,Victimas Mortales
20170145,1,2017,11,26,17,6,4,Victimas Mortales
20170147,1,2017,11,28,11,6,4,Victimas Mortales
20170148,1,2017,11,29,10,1,7,Victimas Mortales
20170149,1,2017,11,30,12,1,7,Victimas Mortales
20170150,1,2017,12,4,1,1,4,Victimas Mortales
20170151,1,2017,12,4,2,1,7,Victimas Mortales
20170152,1,2017,12,6,17,2,7,Victimas Mortales
20170153,2,2017,12,11,2,6,7,Victimas Mortales
20170154,1,2017,12,11,9,1,7,Victimas Mortales
20170155,1,2017,12,12,21,,6,Victimas Mortales
20170157,1,2017,12,17,9,4,7,Victimas Mortales
20170158,1,2017,12,18,21,6,4,Victimas Mortales
20170159,1,2017,12,20,4,6,4,Victimas Mortales
20170160,1,2017,12,22,13,1,6,Victimas Mortales
20170161,1,2017,12,26,15,1,4,Victimas Mortales
20180001,1,2018,1,1,22,1,6,Victimas Mortales
20180002,1,2018,1,3,16,2,7,Victimas Mortales
20180003,1,2018,1,5,10,1,12,Victimas Mortales
20180004,1,2018,1,9,9,6,12,Victimas Mortales
20180005,1,2018,1,9,22,1,7,Victimas Mortales
20180006,1,2018,1,10,21,2,7,Victimas Mortales
20180007,1,2018,1,11,2,4,4,Victimas Mortales
20180008,1,2018,1,12,17,6,9,Victimas Mortales
20180009,1,2018,1,14,2,6,6,Victimas Mortales
20180010,1,2018,1,18,5,6,9,Victimas Mortales
20180011,1,2018,1,19,10,1,7,Victimas Mortales
20180012,1,2018,1,26,13,6,7,Victimas Mortales
20180013,1,2018,1,28,8,6,4,Victimas Mortales
20180014,1,2018,1,31,20,1,6,Victimas Mortales
20180015,2,2018,2,6,1,6,7,Victimas Mortales
20180016,1,2018,2,15,10,6,9,Victimas Mortales
20180017,1,2018,2,17,4,1,4,Victimas Mortales
20180018,1,2018,2,17,7,6,9,Victimas Mortales
20180019,1,2018,2,17,12,1,7,Victimas Mortales
20180020,1,2018,2,19,22,6,9,Victimas Mortales
20180021,1,2018,2,22,10,1,7,Victimas Mortales
20180022,1,2018,2,24,0,6,9,Victimas Mortales
20180023,1,2018,2,24,6,6,4,Victimas Mortales
20180024,1,2018,2,28,23,1,9,Victimas Mortales
20180025,1,2018,3,4,22,1,4,Victimas Mortales
20180026,2,2018,3,9,4,10,9,Victimas Mortales
20180027,1,2018,3,11,23,1,6,Victimas Mortales
20180028,1,2018,3,13,15,1,9,Victimas Mortales
20180029,1,2018,3,15,18,6,4,Victimas Mortales
20180030,1,2018,3,20,1,6,6,Victimas Mortales
20180031,1,2018,3,28,10,6,9,Victimas Mortales
20180032,1,2018,4,2,13,1,7,Victimas Mortales
20180033,1,2018,4,7,7,6,9,Victimas Mortales
20180034,1,2018,4,11,18,1,7,Victimas Mortales
20180035,1,2018,4,12,16,1,7,Victimas Mortales
20180036,1,2018,4,13,23,6,4,Victimas Mortales
20180037,1,2018,4,18,18,1,9,Victimas Mortales
20180038,2,2018,4,20,17,1,4,Victimas Mortales
20180039,1,2018,4,21,22,1,4,Victimas Mortales
20180040,1,2018,4,27,11,1,9,Victimas Mortales
20180041,1,2018,4,27,13,1,7,Victimas Mortales
20180042,1,2018,4,27,18,6,9,Victimas Mortales
20180043,1,2018,4,28,6,6,4,Victimas Mortales
20180044,1,2018,4,28,9,1,4,Victimas Mortales
20180045,1,2018,4,30,7,4,9,Victimas Mortales
20180046,1,2018,5,2,3,1,4,Victimas Mortales
20180047,1,2018,5,8,19,1,7,Victimas Mortales
20180048,1,2018,5,9,10,1,7,Victimas Mortales
20180049,1,2018,5,11,19,1,4,Victimas Mortales
20180050,1,2018,5,14,18,1,7,Victimas Mortales
20180051,1,2018,5,15,21,1,4,Victimas Mortales
20180052,1,2018,5,18,20,1,7,Victimas Mortales
20180053,1,2018,5,20,2,6,4,Victimas Mortales
20180054,1,2018,5,22,11,1,2,Victimas Mortales
20180055,1,2018,5,29,7,6,4,Victimas Mortales
20180056,1,2018,6,2,13,1,7,Victimas Mortales
20180057,1,2018,6,3,3,6,7,Victimas Mortales
20180058,1,2018,6,3,6,6,4,Victimas Mortales
20180059,1,2018,6,8,6,6,13,Victimas Mortales
20180060,1,2018,6,8,12,1,7,Victimas Mortales
20180061,1,2018,6,10,11,6,6,Victimas Mortales
20180062,1,2018,6,14,1,1,9,Victimas Mortales
20180063,1,2018,6,16,21,1,7,Victimas Mortales
20180064,1,2018,6,25,1,4,9,Victimas Mortales
20180065,1,2018,6,26,17,6,9,Victimas Mortales
20180066,1,2018,6,28,11,1,7,Victimas Mortales
20180067,1,2018,6,29,16,7,4,Victimas Mortales
20180068,1,2018,7,1,9,6,4,Victimas Mortales
20180069,1,2018,7,4,21,2,7,Victimas Mortales
20180070,1,2018,7,7,15,6,7,Victimas Mortales
20180071,1,2018,7,10,17,6,9,Victimas Mortales
20180072,1,2018,7,11,13,6,9,Victimas Mortales
20180073,1,2018,7,11,15,1,9,Victimas Mortales
20180074,1,2018,7,14,6,4,9,Victimas Mortales
20180075,1,2018,7,15,7,1,4,Victimas Mortales
20180076,1,2018,7,16,9,4,9,Victimas Mortales
20180077,1,2018,7,16,23,4,9,Victimas Mortales
20180078,1,2018,7,21,6,1,4,Victimas Mortales
20180079,1,2018,7,23,7,1,9,Victimas Mortales
20180080,1,2018,7,25,22,1,4,Victimas Mortales
20180081,1,2018,7,29,6,1,12,Victimas Mortales
20180082,1,2018,8,1,15,6,9,Victimas Mortales
20180083,1,2018,8,2,5,6,9,Victimas Mortales
20180084,1,2018,8,3,7,1,9,Victimas Mortales
20180085,2,2018,8,3,18,6,7,Victimas Mortales
20180086,1,2018,8,10,21,1,7,Victimas Mortales
20180087,1,2018,8,15,19,1,7,Victimas Mortales
20180088,1,2018,8,17,16,6,9,Victimas Mortales
20180089,1,2018,8,17,17,1,7,Victimas Mortales
20180090,1,2018,8,18,10,6,4,Victimas Mortales
20180091,1,2018,8,19,18,4,4,Victimas Mortales
20180092,1,2018,8,20,8,6,4,Victimas Mortales
20180093,1,2018,8,20,8,1,7,Victimas Mortales
20180094,1,2018,8,23,5,6,7,Victimas Mortales
20180095,1,2018,8,26,0,4,4,Victimas Mortales
20180096,1,2018,8,31,22,1,4,Victimas Mortales
20180097,1,2018,9,2,10,4,13,Victimas Mortales
20180098,2,2018,9,9,5,4,4,Victimas Mortales
20180099,1,2018,9,12,14,1,7,Victimas Mortales
20180100,1,2018,9,20,10,6,4,Victimas Mortales
20180101,1,2018,9,21,0,4,12,Victimas Mortales
20180102,1,2018,9,21,0,6,4,Victimas Mortales
20180103,1,2018,9,27,17,1,6,Victimas Mortales
20180104,1,2018,10,1,8,6,6,Victimas Mortales
20180105,1,2018,10,3,18,1,7,Victimas Mortales
20180106,1,2018,10,4,22,6,6,Victimas Mortales
20180107,1,2018,10,6,14,1,7,Victimas Mortales
20180108,1,2018,10,9,14,6,4,Victimas Mortales
20180109,1,2018,10,10,22,1,7,Victimas Mortales
20180110,1,2018,10,13,3,1,6,Victimas Mortales
20180111,1,2018,10,19,12,6,9,Victimas Mortales
20180112,1,2018,10,24,9,6,9,Victimas Mortales
20180113,1,2018,10,25,11,6,9,Victimas Mortales
20180114,1,2018,10,30,2,6,4,Victimas Mortales
20180115,1,2018,10,31,12,1,7,Victimas Mortales
20180116,1,2018,11,1,10,1,9,Victimas Mortales
20180117,1,2018,11,4,8,6,6,Victimas Mortales
20180118,1,2018,11,5,14,1,6,Victimas Mortales
20180119,1,2018,11,5,22,1,,Victimas Mortales
20180120,1,2018,11,9,13,1,4,Victimas Mortales
20180121,1,2018,11,9,16,1,7,Victimas Mortales
20180122,1,2018,11,12,1,4,4,Victimas Mortales
20180123,1,2018,11,12,3,4,,Victimas Mortales
20180124,1,2018,11,15,19,9,9,Victimas Mortales
20180125,1,2018,11,16,21,1,7,Victimas Mortales
20180126,1,2018,11,18,12,6,4,Victimas Mortales
20180127,1,2018,11,19,9,6,6,Victimas Mortales
20180128,2,2018,11,25,4,4,7,Victimas Mortales
20180129,1,2018,11,28,4,6,7,Victimas Mortales
20180130,1,2018,12,3,3,6,7,Victimas Mortales
20180131,1,2018,12,7,19,6,9,Victimas Mortales
20180132,1,2018,12,12,8,1,9,Victimas Mortales
20180133,1,2018,12,12,14,1,9,Victimas Mortales
20180134,1,2018,12,12,21,1,6,Victimas Mortales
20180135,1,2018,12,18,14,1,7,Victimas Mortales
20180136,1,2018,12,18,15,1,7,Victimas Mortales
20180137,1,2018,12,18,20,6,7,Victimas Mortales
20180138,1,2018,12,21,9,7,7,Victimas Mortales
20180139,1,2018,12,22,6,6,6,Victimas Mortales
20180140,1,2018,12,22,8,4,4,Victimas Mortales
20180141,1,2018,12,22,17,1,6,Victimas Mortales
20180142,1,2018,12,25,13,9,7,Victimas Mortales
20180143,1,2018,12,29,5,6,4,Victimas Mortales
20190001,1,2019,1,8,8,6,9,Victimas Mortales
20190002,1,2019,1,9,4,4,9,Victimas Mortales
20190003,1,2019,1,12,8,6,4,Victimas Mortales
20190004,1,2019,1,14,19,4,7,Victimas Mortales
20190005,1,2019,1,19,12,6,9,Victimas Mortales
20190006,1,2019,1,23,5,1,4,Victimas Mortales
20190007,1,2019,1,26,19,6,4,Victimas Mortales
20190008,1,2019,1,30,22,6,12,Victimas Mortales
20190009,1,2019,1,31,14,6,4,Victimas Mortales
20190010,2,2019,2,2,7,1,4,Victimas Mortales
20190011,1,2019,2,10,1,1,4,Victimas Mortales
20190012,1,2019,2,17,3,6,4,Victimas Mortales
20190013,1,2019,2,20,7,1,4,Victimas Mortales
20190014,1,2019,2,20,17,6,11,Victimas Mortales
20190015,1,2019,2,23,6,4,11,Victimas Mortales
20190016,1,2019,2,24,2,6,7,Victimas Mortales
20190017,1,2019,3,3,7,4,7,Victimas Mortales
20190018,1,2019,3,3,23,1,4,Victimas Mortales
20190019,1,2019,3,6,12,6,4,Victimas Mortales
20190020,1,2019,3,7,21,6,4,Victimas Mortales
20190021,1,2019,3,15,22,6,4,Victimas Mortales
20190022,1,2019,3,15,0,4,,Victimas Mortales
20190023,1,2019,3,16,8,4,11,Victimas Mortales
20190024,1,2019,3,19,7,6,9,Victimas Mortales
20190025,1,2019,3,22,13,1,4,Victimas Mortales
20190026,1,2019,3,28,7,1,7,Victimas Mortales
20190027,1,2019,3,28,11,2,12,Victimas Mortales
20190028,1,2019,4,6,9,1,7,Victimas Mortales
20190029,1,2019,4,7,10,6,11,Victimas Mortales
20190030,1,2019,4,9,16,6,9,Victimas Mortales
20190031,1,2019,4,12,19,2,9,Victimas Mortales
20190032,1,2019,4,16,11,1,4,Victimas Mortales
20190033,1,2019,4,18,1,6,,Victimas Mortales
20190034,1,2019,4,21,9,6,11,Victimas Mortales
20190035,1,2019,4,23,14,1,2,Victimas Mortales
20190036,1,2019,4,26,22,6,4,Victimas Mortales
20190037,1,2019,5,1,23,6,4,Victimas Mortales
20190038,1,2019,5,4,14,1,6,Victimas Mortales
20190039,1,2019,5,9,3,6,4,Victimas Mortales
20190040,1,2019,5,9,12,6,,Victimas Mortales
20190041,1,2019,5,11,20,4,12,Victimas Mortales
20190042,1,2019,5,14,15,1,7,Victimas Mortales
20190043,1,2019,5,21,9,2,9,Victimas Mortales
20190044,1,2019,5,27,12,1,6,Victimas Mortales
20190045,1,2019,6,3,7,6,9,Victimas Mortales
20190046,1,2019,6,4,9,6,4,Victimas Mortales
20190047,1,2019,6,6,10,1,9,Victimas Mortales
20190048,1,2019,6,7,7,6,9,Victimas Mortales
20190049,1,2019,6,8,9,1,9,Victimas Mortales
20190050,1,2019,6,8,23,6,9,Victimas Mortales
20190051,1,2019,6,11,10,6,4,Victimas Mortales
20190053,1,2019,6,14,17,4,4,Victimas Mortales
20190054,1,2019,6,20,3,6,11,Victimas Mortales
20190055,1,2019,6,20,19,6,7,Victimas Mortales
20190056,1,2019,6,29,17,1,4,Victimas Mortales
20190057,1,2019,7,5,19,1,4,Victimas Mortales
20190058,1,2019,7,10,9,6,7,Victimas Mortales
20190059,1,2019,7,13,22,6,7,Victimas Mortales
20190060,1,2019,7,17,11,1,4,Victimas Mortales
20190061,1,2019,7,17,18,1,7,Victimas Mortales
20190062,1,2019,8,1,23,1,7,Victimas Mortales
20190063,1,2019,8,4,1,6,7,Victimas Mortales
20190064,1,2019,8,6,3,6,4,Victimas Mortales
20190065,1,2019,8,8,16,1,7,Victimas Mortales
20190066,1,2019,8,11,21,1,4,Victimas Mortales
20190067,1,2019,8,14,15,6,9,Victimas Mortales
20190068,1,2019,8,14,17,6,6,Victimas Mortales
20190069,1,2019,8,17,5,6,4,Victimas Mortales
20190070,1,2019,8,22,12,6,2,Victimas Mortales
20190071,1,2019,8,27,11,1,9,Victimas Mortales
20190072,1,2019,8,28,6,4,4,Victimas Mortales
20190073,1,2019,8,29,1,4,11,Victimas Mortales
20190074,1,2019,8,29,9,6,9,Victimas Mortales
20190075,1,2019,8,30,23,6,7,Victimas Mortales
20190076,1,2019,9,5,18,6,9,Victimas Mortales
20190077,1,2019,9,8,3,1,4,Victimas Mortales
20190078,1,2019,9,12,8,1,9,Victimas Mortales
20190079,1,2019,9,17,5,6,7,Victimas Mortales
20190080,1,2019,9,17,18,1,6,Victimas Mortales
20190081,1,2019,9,23,16,1,7,Victimas Mortales
20190082,1,2019,9,25,7,2,9,Victimas Mortales
