IdSiniestro,Longitud,Latitud,IdComuna,TipoVia,NombreVia
20190428698,-58.367769,-34.638957,4,,
20190428713,-58.514558,-34.626847,10,,
20190428718,-58.51102,-34.6539,9,,
20190428721,-58.460022,-34.604094,15,,
20190428757,-58.457125,-34.571421,13,,
20190428862,-58.389671,-34.599439,2,,
20190428894,-58.445106,-34.585601,15,,
20190432444,-58.509659,-34.592174,11,,
20190436626,-58.463457,-34.634317,7,,
20190443811,-58.467848,-34.690712,8,,
20190452882,-58.389057,-34.610078,1,,
20190460169,-58.368777,-34.618334,1,,
20190494385,-58.388942,-34.587325,2,,
20190595743,-58.431809,-34.662067,8,,
20190426714,,,,,LOPE DE VEGA AV.
20190426832,,,,,
20190428873,-58.454637,-34.65082,7,,
20190428917,-58.432249,-34.56617,14,,
20190429087,-58.371342,-34.598626,1,,
20190429157,-58.467181,-34.636482,7,,
20190429164,-58.446335,-34.572433,13,,
20190429296,-58.491156,-34.61547,11,,
20190429555,-58.375532,-34.584277,1,,
20190429789,-58.520682,-34.648768,9,,
20190429885,-58.461296,-34.543329,13,,
20190430146,-58.471183,-34.654491,9,,
20190430295,-58.443531,-34.594228,15,,
20190430369,-58.430063,-34.594302,15,,
20190430452,-58.417875,-34.602339,5,,
20190430578,-58.466458,-34.590663,15,,
20190430751,-58.504092,-34.59098,12,,
20190430754,-58.517912,-34.589622,11,,
20190430783,-58.41365,-34.606115,5,,
20190430838,-58.450906,-34.580633,15,,
20190430955,-58.377411,-34.61629,1,,
20190430974,-58.471196,-34.634118,7,,
20190431074,-58.370361,-34.600634,1,,
20190431104,-58.407866,-34.567268,14,,
20190431166,-58.426759,-34.626996,6,,
20190431739,-58.434854,-34.601184,15,,
20190431793,-58.483465,-34.613335,11,,
20190431842,-58.370807,-34.590706,1,,
20190431922,-58.466491,-34.562191,13,,
20190431969,-58.470026,-34.536958,13,,
20190431985,-58.506154,-34.563908,12,,
20190432491,-58.424107,-34.602861,5,,
20190433129,-58.461624,-34.647151,7,,
20190451163,-58.392068,-34.608708,3,,
20190477006,-58.472874,-34.633149,7,,
20190432015,-58.381367,-34.596113,1,,
20190432041,-58.408887,-34.610334,3,,
20190432157,-58.403636,-34.604749,3,,
20190432171,-58.40023,-34.6132,3,,
20190432284,-58.405971,-34.610119,3,,
20190432298,-58.407866,-34.567268,14,,
20190432317,-58.446889,-34.635565,7,,
20190432363,-58.363359,-34.630389,4,,
20190432740,-58.514044,-34.660148,9,,
20190432808,-58.528875,-34.642978,9,,
20190432809,-58.427468,-34.605105,5,,
20190432932,-58.461184,-34.604519,11,,
20190432998,-58.456516,-34.54737,13,,
20190433022,-58.506154,-34.563908,12,,
20190433023,-58.474208,-34.624617,7,,
20190433053,-58.496713,-34.60706,11,,
20190433054,-58.437944,-34.637788,7,,
20190433157,-58.480368,-34.633454,10,,
20190433224,-58.392084,-34.613934,3,,
20190433269,-58.529565,-34.631052,10,,
20190433313,-58.388981,-34.615569,1,,
20190433321,-58.457509,-34.561086,13,,
20190433553,-58.409961,-34.577239,14,,
20190440898,-58.500815,-34.592315,15,,
20190441408,-58.436825,-34.62332,6,,
20190442235,-58.479928,-34.641301,9,,
20190433780,-58.480992,-34.556052,12,,
20190433793,-58.506154,-34.563908,12,,
20190433795,-58.403518,-34.618838,3,,
20190433891,-58.383421,-34.60976,1,,
20190433935,-58.520862,-34.660089,9,,
20190434001,-58.497377,-34.565737,12,,
20190434054,-58.365945,-34.622659,1,,
20190434267,-58.411292,-34.624958,3,,
20190434328,-58.479019,-34.561456,12,,
20190434543,-58.454309,-34.558218,13,,
20190434641,-58.493058,-34.554205,12,,
20190434670,-58.433274,-34.567432,14,,
20190434694,-58.444564,-34.663894,8,,
20190437459,-58.469868,-34.633801,7,,
20190437596,-58.437356,-34.568347,14,,
20190442317,-58.484322,-34.630879,10,,
20190434739,-58.460432,-34.689396,8,,
20190434782,-58.424536,-34.606521,5,,
20190434796,-58.385853,-34.586588,2,,
20190434810,-58.385853,-34.586588,2,,
20190435043,-58.517471,-34.661982,9,,
20190435053,-58.473976,-34.625215,7,,
20190435066,-58.388321,-34.65991,4,,
20190435260,-58.509234,-34.65704,9,,
20190435352,-58.448012,-34.6179,6,,
20190435434,-58.455177,-34.587365,15,,
20190435455,-58.465313,-34.693875,8,,
20190435756,-58.517471,-34.661982,9,,
20190435882,-58.454168,-34.593271,15,,
20190435950,-58.388913,-34.652439,4,,
20190436008,-58.38536,-34.600509,1,,
20190436240,-58.480668,-34.573496,12,,
20190436245,-58.437172,-34.628508,6,,
20190436255,-58.48298,-34.573584,12,,
20190436342,-58.44856,-34.578406,13,,
20190436406,-58.464946,-34.602842,15,,
20190436674,-58.397539,-34.604639,3,,
20190436739,-58.522341,-34.598144,11,,
20190436790,-58.487872,-34.603979,11,,
20190436791,-58.526941,-34.650101,9,,
20190436942,-58.492545,-34.657298,9,,
20190437019,-58.504037,-34.558406,12,,
20190437112,-58.47431,-34.58127,15,,
20190437113,-58.460719,-34.562137,13,,
20190437279,-58.380913,-34.589277,1,,
20190437378,-58.431839,-34.586168,14,,
20190437398,-58.417078,-34.567352,14,,
20190437434,-58.409461,-34.569009,14,,
20190437463,-58.49007,-34.623371,10,,
20190437464,-58.437127,-34.589612,15,,
20190437534,-58.444751,-34.599753,15,,
20190437549,-58.455976,-34.628005,7,,
20190437570,-58.454509,-34.604339,15,,
20190437683,-58.443208,-34.57449,13,,
20190438121,-58.402435,-34.600086,3,,
20190439612,-58.463385,-34.556012,13,,
20190442330,-58.38958,-34.574223,2,,
20190482210,-58.381517,-34.596594,1,,
20190437727,,,,,
20190437998,-58.445789,-34.622405,6,,
20190438075,-58.389888,-34.640202,4,,
20190438151,-58.398969,-34.618537,3,,
20190438371,-58.375849,-34.63953,4,,
20190438441,-58.409509,-34.589531,2,,
20190438544,-58.380778,-34.622145,1,,
20190438578,,,,,
20190438623,-58.523725,-34.63893,9,,
20190438650,-58.38744,-34.59031,2,,
20190438666,-58.476836,-34.597449,15,,
20190438758,-58.403272,-34.62383,3,,
20190438776,-58.430063,-34.594302,15,,
20190438896,-58.4072,-34.583159,14,,
20190439012,-58.508697,-34.63888,10,,
20190439086,-58.471196,-34.634118,7,,
20190439126,-58.408673,-34.600982,3,,
20190439241,-58.442772,-34.659576,8,,
20190439310,-58.466395,-34.544043,13,,
20190439442,-58.478909,-34.688817,8,,
20190439591,-58.455488,-34.631849,7,,
20190439638,-58.471104,-34.627423,7,,
20190439657,-58.478276,-34.658272,9,,
20190439737,-58.424107,-34.602861,5,,
20190439863,-58.397318,-34.583079,2,,
20190439976,-58.519116,-34.589282,11,,
20190440236,-58.453564,-34.579554,13,,
20190440351,-58.4537,-34.557427,13,,
20190440353,-58.436217,-34.60864,6,,
20190441580,-58.526418,-34.639147,9,,
20190441970,-58.451442,-34.637464,7,,
20190443038,-58.505337,-34.572146,12,,
20190449711,-58.401787,-34.609886,3,,
20190453571,-58.493438,-34.603837,11,,
20190465953,-58.502137,-34.623407,10,,
20190440585,-58.494278,-34.595031,15,,
20190440589,-58.505254,-34.601861,11,,
20190440656,-58.500497,-34.632363,10,,
20190440688,-58.414374,-34.615535,5,,
20190440796,-58.44029,-34.628892,6,,
20190441144,-58.404175,-34.592514,2,,
20190441399,-58.414097,-34.618236,5,,
20190441406,-58.446306,-34.604821,15,,
20190441694,-58.407631,-34.58556,14,,
20190441759,-58.523877,-34.655892,9,,
20190441834,-58.469192,-34.576419,15,,
20190441947,-58.404502,-34.600882,3,,
20190442147,-58.459424,-34.642318,7,,
20190442180,-58.402376,-34.60105,3,,
20190442190,-58.405282,-34.613422,3,,
20190442290,-58.38203,-34.607337,1,,
20190442316,-58.418995,-34.654663,4,,
20190442335,-58.419202,-34.579197,14,,
20190442422,-58.499498,-34.589265,12,,
20190442447,-58.374415,-34.63338,4,,
20190442461,-58.445103,-34.632024,7,,
20190442537,-58.44433,-34.684771,8,,
20190442597,-58.476224,-34.550071,12,,
20190442604,-58.402027,-34.605889,3,,
20190442606,-58.468485,-34.633285,7,,
20190442624,-58.39988,-34.640286,4,,
20190442716,-58.415988,-34.58957,14,,
20190442793,-58.49022,-34.627701,10,,
20190442809,-58.522749,-34.65544,9,,
20190442837,-58.438253,-34.588856,15,,
20190442885,-58.400841,-34.644955,4,,
20190442992,-58.44374,-34.598927,15,,
20190443024,-58.378645,-34.620258,1,,
20190443111,-58.519116,-34.589282,11,,
20190443633,-58.472567,-34.540913,13,,
20190444863,-58.414097,-34.618236,5,,
20190445871,-58.522172,-34.65838,9,,
20190452830,-58.416418,-34.654863,4,,
20190457129,-58.402543,-34.599086,3,,
20190491755,-58.449856,-34.547707,13,,
20190440492,,,,,ESTOMBA
20190443443,-58.469639,-34.630705,7,,
20190443672,-58.436217,-34.60864,6,,
20190443758,-58.494514,-34.618326,10,,
20190443822,-58.437091,-34.617078,6,,
20190444107,-58.462323,-34.59651,15,,
20190444337,-58.393492,-34.598711,2,,
20190444464,-58.47314,-34.680249,8,,
20190444619,-58.404876,-34.650121,4,,
20190444776,-58.425939,-34.569881,14,,
20190444881,-58.462522,-34.596583,15,,
20190445229,-58.479691,-34.578549,12,,
20190445240,-58.406528,-34.646861,4,,
20190445262,-58.439106,-34.592133,15,,
20190445266,-58.45492,-34.598104,15,,
20190445362,,,10,,
20190445451,-58.373846,-34.593567,1,,
20190445498,,,1,,
20190445663,-58.43624,-34.567099,14,,
20190445812,-58.407413,-34.603021,3,,
20190445828,-58.437192,-34.584922,14,,
20190445837,-58.466007,-34.59258,15,,
20190445870,-58.416472,-34.584701,14,,
20190445905,-58.443795,-34.600618,15,,
20190445918,-58.396581,-34.637923,4,,
20190449451,-58.460014,-34.59906,15,,
20190451714,,,,,
20190454889,-58.469941,-34.672256,8,,
20190470892,-58.458475,-34.604491,15,,
20190448260,-58.414097,-34.618236,5,,
20190446041,-58.44059,-34.614784,6,,
20190446441,-58.491739,-34.626494,10,,
20190446530,-58.414322,-34.60292,5,,
20190446591,-58.437356,-34.568347,14,,
20190446667,-58.442491,-34.602219,15,,
20190447303,-58.378354,-34.610555,1,,
20190447310,-58.43437,-34.59021,14,,
20190447319,-58.482673,-34.684542,8,,
20190447455,-58.484832,-34.574627,12,,
20190447460,-58.427799,-34.622072,6,,
20190447505,-58.423983,-34.58493,14,,
20190447745,-58.413579,-34.585973,14,,
20190447778,-58.381052,-34.610763,1,,
20190448008,-58.403569,-34.647611,4,,
20190448069,-58.369503,-34.615812,1,,
20190448164,-58.381176,-34.627542,1,,
20190448187,-58.428675,-34.60725,5,,
20190448230,-58.529805,-34.627034,10,,
20190448241,-58.395818,-34.600087,3,,
20190448244,-58.509642,-34.622513,10,,
20190448272,-58.435917,-34.619362,6,,
20190448349,-58.508458,-34.656594,9,,
20190448556,-58.472095,-34.543819,12,,
20190448569,,,,,
20190448593,-58.482151,-34.576906,12,,
20190448623,-58.477115,-34.595115,15,,
20190448681,-58.381002,-34.622148,1,,
20190448759,-58.380145,-34.6193,1,,
20190448796,-58.489984,-34.552619,12,,
20190448826,-58.391249,-34.62633,3,,
20190448979,-58.400269,-34.62488,3,,
20190449747,-58.400223,-34.579648,14,,
20190449939,-58.3765,-34.642683,4,,
20190453444,-58.380189,-34.626368,1,,
20190470848,-58.391672,-34.619107,3,,
20190449018,,,,,
20190449044,-58.436202,-34.625988,6,,
20190449189,,,,,
20190449219,-58.498005,-34.637232,10,,
20190449306,-58.506906,-34.660885,9,,
20190449308,-58.381292,-34.606103,1,,
20190449359,-58.475488,-34.539371,12,,
20190449425,-58.410474,-34.636999,4,,
20190449507,-58.396386,-34.608269,3,,
20190449541,-58.423091,-34.602876,5,,
20190449608,-58.493407,-34.567708,12,,
20190449742,-58.405537,-34.650099,4,,
20190449778,-58.420172,-34.587788,14,,
20190449789,-58.451706,-34.595209,15,,
20190449798,-58.526623,-34.63725,9,,
20190449875,-58.445087,-34.591165,15,,
20190449913,-58.429201,-34.622296,6,,
20190450077,-58.530338,-34.618134,10,,
20190450192,-58.448896,-34.577016,13,,
20190450233,-58.473898,-34.58181,15,,
20190450244,-58.373268,-34.590113,1,,
20190450301,-58.455973,-34.578916,15,,
20190450331,-58.47785,-34.574535,12,,
20190450379,-58.397515,-34.65617,4,,
20190452333,-58.361237,-34.631615,4,,
20190457699,-58.445788,-34.582596,15,,
20190472717,,,,,
20190500315,-58.456711,-34.626665,7,,
20190450552,-58.409202,-34.610439,3,,
20190450326,-58.390551,-34.652529,4,,
20190450336,-58.390789,-34.630516,4,,
20190450374,-58.409202,-34.610439,3,,
20190450435,-58.487266,-34.577366,12,,
20190450463,-58.475132,-34.613842,11,,
20190450485,-58.48044,-34.581183,15,,
20190450550,-58.434512,-34.580877,14,,
20190450591,-58.430063,-34.594302,15,,
20190450593,-58.467258,-34.632622,7,,
20190450614,-58.486612,-34.567862,12,,
20190450618,,,,,
20190450647,-58.519168,-34.591536,11,,
20190450724,-58.524917,-34.656375,9,,
20190450793,-58.41807,-34.62109,5,,
20190450913,-58.479928,-34.641301,9,,
20190450966,-58.42131,-34.6098,5,,
20190451104,-58.404492,-34.621479,3,,
20190451119,-58.461173,-34.633715,7,,
20190451180,-58.486993,-34.602809,11,,
20190451229,-58.421542,-34.60857,5,,
20190451343,-58.411309,-34.630327,4,,
20190451358,,,,,
20190451369,-58.486926,-34.577088,12,,
20190451410,-58.433346,-34.590964,14,,
20190451426,-58.467457,-34.628736,7,,
20190452874,-58.459653,-34.616283,7,,
20190461027,-58.464518,-34.649918,7,,
20190454158,-58.494464,-34.553995,12,,
20190451401,-58.445901,-34.662183,8,,
20190451551,-58.476472,-34.641367,9,,
20190451677,-58.42965,-34.59932,15,,
20190451705,-58.427359,-34.559284,14,,
20190451980,-58.492939,-34.547982,12,,
20190452106,-58.506557,-34.637508,10,,
20190452360,-58.497655,-34.583483,12,,
20190452411,-58.423224,-34.624869,5,,
20190452599,-58.410095,-34.603216,3,,
20190452647,-58.416346,-34.649696,4,,
20190452673,-58.408106,-34.632095,4,,
20190452770,-58.457517,-34.571864,13,,
20190452835,-58.525096,-34.639048,9,,
20190452870,-58.450986,-34.595858,15,,
20190452983,-58.388948,-34.612466,1,,
20190453088,-58.468554,-34.548485,12,,
20190453288,-58.477638,-34.627993,10,,
20190453507,-58.423408,-34.579642,14,,
20190453573,-58.410141,-34.60412,3,,
20190453674,-58.425532,-34.632363,7,,
20190453893,-58.417676,-34.621147,5,,
20190453976,-58.370282,-34.60536,1,,
20190454114,-58.442785,-34.599792,15,,
20190454162,-58.523337,-34.611014,11,,
20190454174,-58.444303,-34.594763,15,,
20190454217,-58.411745,-34.596882,2,,
20190454246,,,,,
20190454265,,,,,
20190455419,-58.451338,-34.561724,13,,
20190470830,-58.487855,-34.641208,10,,
20190472082,-58.500797,-34.614029,10,,
20190454303,,,14,,
20190454379,-58.382237,-34.626937,1,,
20190454427,-58.380691,-34.617644,1,,
20190454779,-58.381241,-34.626631,1,,
20190455251,-58.415956,-34.585151,14,,
20190455631,-58.522559,-34.638851,9,,
20190455730,-58.423471,-34.657175,4,,
20190455925,-58.463368,-34.583258,15,,
20190455967,-58.507954,-34.607823,11,,
20190456050,-58.503553,-34.638129,10,,
20190456153,-58.391665,-34.615698,3,,
20190456198,-58.450878,-34.599308,15,,
20190456209,-58.375919,-34.617351,1,,
20190456331,-58.396909,-34.651433,4,,
20190456433,-58.464946,-34.602842,15,,
20190456448,-58.51603,-34.661062,9,,
20190456460,-58.382141,-34.605013,1,,
20190456538,-58.493442,-34.657884,9,,
20190456555,-58.466394,-34.674789,8,,
20190456708,-58.418279,-34.617461,5,,
20190456726,-58.443687,-34.597243,15,,
20190462842,-58.380964,-34.604035,1,,
20190494932,-58.475488,-34.539371,12,,
20190456790,-58.382976,-34.621,1,,
20190457068,,,7,,
20190457131,-58.387163,-34.595727,2,,
20190457247,-58.485669,-34.544014,12,,
20190457661,-58.473816,-34.686193,8,,
20190457845,-58.447261,-34.562209,13,,
20190457862,-58.416392,-34.653395,4,,
20190457881,-58.449856,-34.593559,15,,
20190457933,-58.499549,-34.595934,15,,
20190457966,-58.487752,-34.568539,12,,
20190458018,-58.410299,-34.598092,2,,
20190458115,-58.407612,-34.574505,14,,
20190458619,-58.494974,-34.594262,15,,
20190458690,-58.51554,-34.608164,11,,
20190458699,-58.460009,-34.614191,7,,
20190458871,-58.392543,-34.625297,3,,
20190459097,-58.522341,-34.598144,11,,
20190459159,-58.420416,-34.583921,14,,
20190459170,-58.431395,-34.640459,7,,
20190459217,-58.467074,-34.626248,7,,
20190459226,-58.484291,-34.575581,12,,
20190459257,-58.407341,-34.611369,3,,
20190459262,-58.42965,-34.59932,15,,
20190459283,-58.421127,-34.644852,4,,
20190459311,-58.459181,-34.610019,6,,
20190459313,-58.381002,-34.622148,1,,
20190459332,-58.400986,-34.618665,3,,
20190459338,-58.489752,-34.68389,8,,
20190459356,-58.46049,-34.565702,13,,
20190459399,-58.385881,-34.617847,1,,
20190467334,-58.428001,-34.585979,14,,
20190535270,-58.452202,-34.54649,13,,
20190460328,-58.424383,-34.579292,14,,
20190459442,,,,,
20190459476,-58.44865,-34.592646,15,,
20190459489,-58.36534,-34.645299,4,,
20190459946,-58.393244,-34.654124,4,,
20190460003,-58.488723,-34.554968,12,,
20190460148,-58.427359,-34.559284,14,,
20190460358,-58.405719,-34.60557,3,,
20190460362,-58.381254,-34.634565,4,,
20190460583,-58.412413,-34.635215,5,,
20190460623,-58.47445,-34.681392,8,,
20190461025,-58.509845,-34.619216,10,,
20190461026,-58.402885,-34.61544,3,,
20190461070,-58.414726,-34.58991,14,,
20190461097,-58.500878,-34.599109,11,,
20190461166,-58.438882,-34.586332,14,,
20190461321,-58.460684,-34.556102,13,,
20190461387,-58.450025,-34.641465,7,,
20190461407,-58.418282,-34.617132,5,,
20190461410,-58.464837,-34.539064,13,,
20190461411,-58.485428,-34.588465,15,,
20190461458,-58.504099,-34.567176,12,,
20190461460,-58.518535,-34.619007,11,,
20190461509,-58.417022,-34.615695,5,,
20190461519,-58.401334,-34.627453,3,,
20190461541,-58.450955,-34.580502,15,,
20190461616,-58.373281,-34.590127,1,,
20190461645,-58.438768,-34.599873,15,,
20190461658,-58.398911,-34.635914,4,,
20190461662,-58.407785,-34.619718,3,,
20190462040,-58.373846,-34.593567,1,,
20190461854,-58.453292,-34.584315,15,,
20190462102,-58.440591,-34.628936,6,,
20190462167,-58.462131,-34.56381,13,,
20190462612,-58.386511,-34.592824,1,,
20190463213,-58.444788,-34.584513,15,,
20190463216,-58.405475,-34.604562,3,,
20190463300,-58.408987,-34.613936,3,,
20190463500,-58.45229,-34.566109,13,,
20190463552,-58.370724,-34.601327,1,,
20190463642,-58.464946,-34.602842,15,,
20190463718,-58.423238,-34.64119,4,,
20190463722,-58.423268,-34.641266,4,,
20190463737,-58.382844,-34.592833,1,,
20190463829,-58.368691,-34.617004,1,,
20190463855,,,,,
20190463912,-58.413452,-34.605525,3,,
20190464210,-58.391835,-34.613335,3,,
20190464302,-58.403212,-34.619812,3,,
20190466133,-58.426595,-34.577915,14,,
20190471221,-58.45944,-34.617104,7,,
20190464006,-58.46345,-34.640607,7,,
20190464011,-58.392869,-34.599403,2,,
20190464033,-58.504395,-34.584963,12,,
20190464176,-58.467692,-34.631745,7,,
20190464187,-58.510049,-34.639115,10,,
20190464193,-58.431876,-34.601696,15,,
20190464217,-58.472378,-34.63146,7,,
20190464369,-58.420167,-34.597762,14,,
20190464403,-58.400127,-34.651002,4,,
20190464541,-58.398842,-34.619647,3,,
20190464558,-58.442428,-34.586098,15,,
20190464559,-58.423837,-34.627928,5,,
20190464691,-58.42348,-34.623145,5,,
20190464722,-58.491573,-34.652924,9,,
20190464802,-58.441835,-34.578576,13,,
20190464818,-58.447601,-34.591702,15,,
20190464846,-58.406392,-34.619431,3,,
20190464848,-58.446609,-34.633635,7,,
20190464913,-58.491583,-34.550325,12,,
20190465080,-58.405475,-34.604562,3,,
20190465129,-58.41973,-34.565227,14,,
20190465260,-58.428963,-34.605009,5,,
20190465918,-58.41307,-34.580001,14,,
20190469183,-58.442861,-34.657568,8,,
20190465335,,,,,
20190465415,-58.458539,-34.571403,13,,
20190465547,-58.391495,-34.622731,3,,
20190465661,-58.482737,-34.576621,12,,
20190465686,-58.392394,-34.603154,3,,
20190465737,-58.448896,-34.577016,13,,
20190466010,-58.439264,-34.624857,6,,
20190466137,-58.481652,-34.622626,11,,
20190466155,-58.424386,-34.617934,5,,
20190466189,-58.504574,-34.658925,9,,
20190466217,-58.517079,-34.640447,9,,
20190466372,-58.47688,-34.594742,15,,
20190466799,-58.502405,-34.632794,10,,
20190467146,-58.409034,-34.587559,14,,
20190467492,-58.408672,-34.581372,14,,
20190468310,-58.370492,-34.601894,1,,
20190468690,-58.389973,-34.588321,2,,
20190468755,-58.440939,-34.622527,6,,
20190468859,-58.505272,-34.569467,12,,
20190468860,-58.518535,-34.619007,11,,
20190471210,-58.381043,-34.602516,1,,
20190469225,-58.413268,-34.649558,4,,
20190469729,-58.439648,-34.632926,7,,
20190469877,-58.474624,-34.541776,12,,
20190469958,-58.412821,-34.615442,5,,
20190469994,-58.421738,-34.581182,14,,
20190470030,-58.401106,-34.628691,3,,
20190470303,,,,,
20190470560,-58.462066,-34.6404,7,,
20190470674,-58.448876,-34.582757,15,,
20190470807,-58.514685,-34.651294,9,,
20190471121,-58.510351,-34.666172,9,,
20190471229,-58.402143,-34.604712,3,,
20190471258,-58.377479,-34.656191,4,,
20190471291,-58.504391,-34.588436,12,,
20190471338,-58.439059,-34.615937,6,,
20190471354,-58.467668,-34.617045,11,,
20190471479,-58.423154,-34.596347,14,,
20190471557,-58.447859,-34.604697,15,,
20190471889,-58.464946,-34.602842,15,,
20190472671,-58.47021,-34.636327,7,,
20190475309,-58.469389,-34.664989,8,,
20190485419,-58.494278,-34.595031,15,,
20190498374,-58.474016,-34.60531,15,,
20190564516,-58.369379,-34.609286,1,,
20190469129,,,,,JUJUY AV.
20190471636,-58.402176,-34.623778,3,,
20190471685,-58.416485,-34.656744,4,,
20190471854,-58.457548,-34.640458,7,,
20190472088,-58.525015,-34.656238,9,,
20190472103,-58.379273,-34.649391,4,,
20190472156,-58.371587,-34.603171,1,,
20190472372,-58.46935,-34.623135,7,,
20190472392,-58.507101,-34.564996,12,,
20190472702,-58.449347,-34.554958,13,,
20190472785,-58.475045,-34.633658,10,,
20190472795,-58.405753,-34.635917,4,,
20190472845,-58.471806,-34.575033,15,,
20190472849,-58.406012,-34.633678,4,,
20190472931,-58.381184,-34.599402,1,,
20190473005,-58.428688,-34.577485,14,,
20190473330,-58.43646,-34.618299,6,,
20190473342,-58.494974,-34.594262,15,,
20190473355,-58.477825,-34.591189,15,,
20190473386,-58.417861,-34.603569,5,,
20190473395,-58.506995,-34.656928,9,,
20190473426,-58.42638,-34.644904,4,,
20190473505,-58.405459,-34.629182,3,,
20190473575,-58.440766,-34.624221,6,,
20190473730,-58.439776,-34.603003,15,,
20190473791,-58.461641,-34.609522,6,,
20190473797,-58.47313,-34.601059,15,,
20190474061,-58.422818,-34.642823,4,,
20190556811,-58.524917,-34.656375,9,,
20190586660,-58.492907,-34.597067,15,,
20190047133,,,,,HIDALGO
20190474213,-58.476071,-34.638932,10,,
20190474476,-58.417097,-34.613894,5,,
20190474689,-58.393253,-34.617903,3,,
20190474753,-58.462218,-34.623361,7,,
20190474988,-58.465809,-34.562379,13,,
20190475096,-58.373372,-34.608469,1,,
20190475117,-58.431674,-34.5831,14,,
20190475173,-58.483925,-34.628892,10,,
20190475262,-58.416972,-34.590329,14,,
20190475326,-58.449626,-34.565361,13,,
20190475351,-58.397318,-34.583079,2,,
20190475509,-58.419722,-34.611122,5,,
20190475524,-58.419202,-34.579197,14,,
20190475547,-58.369081,-34.599352,1,,
20190475703,-58.453297,-34.57219,13,,
20190475706,-58.386854,-34.643077,4,,
20190475760,-58.528299,-34.616467,10,,
20190475828,-58.500655,-34.640653,10,,
20190476169,-58.383197,-34.595419,1,,
20190476285,-58.384566,-34.614478,1,,
20190476371,-58.48571,-34.661343,9,,
20190476468,-58.434309,-34.625866,6,,
20190476473,-58.529911,-34.625715,10,,
20190476550,-58.431221,-34.595043,15,,
20190478871,-58.450783,-34.56692,13,,
20190485641,-58.415988,-34.626947,5,,
20190509107,-58.486102,-34.623574,10,,
20190017707,,,,,GAONA AV.
20190475267,-58.463414,-34.555916,13,,
20190476504,-58.469493,-34.583092,15,,
20190476599,-58.382237,-34.626937,1,,
20190476613,-58.388427,-34.595763,2,,
20190476663,-58.373207,-34.59595,1,,
20190476747,-58.442962,-34.545396,13,,
20190476813,-58.454518,-34.625731,7,,
20190476829,-58.455745,-34.640501,7,,
20190476911,-58.505354,-34.62902,10,,
20190477204,-58.457948,-34.566983,13,,
20190477272,-58.362726,-34.629814,4,,
20190477279,-58.435937,-34.62703,6,,
20190477421,-58.357083,-34.635626,4,,
20190477423,-58.463783,-34.622587,7,,
20190477514,-58.497083,-34.673638,8,,
20190477525,-58.464937,-34.555625,13,,
20190477624,-58.476584,-34.57648,12,,
20190477672,-58.515941,-34.60849,11,,
20190477793,-58.373858,-34.603231,1,,
20190477800,-58.489984,-34.552619,12,,
20190477922,-58.418016,-34.586553,14,,
20190477924,-58.495566,-34.595826,15,,
20190478036,-58.414529,-34.59113,14,,
20190478121,-58.425532,-34.632363,7,,
20190478134,-58.425532,-34.632363,7,,
20190478243,-58.504317,-34.616046,10,,
20190478315,-58.386082,-34.613433,1,,
20190478317,-58.519768,-34.66027,9,,
20190478457,,,,,
20190478465,-58.389671,-34.64292,4,,
20190478476,-58.481712,-34.652672,9,,
20190478519,-58.525949,-34.635601,9,,
20190478579,-58.458475,-34.604491,15,,
20190478620,-58.454504,-34.556495,13,,
20190478670,-58.398027,-34.609674,3,,
20190478689,-58.500678,-34.673465,9,,
20190478737,-58.413541,-34.656651,4,,
20190478800,-58.385814,-34.623584,1,,
20190478911,-58.424634,-34.635624,5,,
20190478940,-58.390571,-34.586756,2,,
20190479000,-58.381869,-34.61083,1,,
20190481032,-58.439661,-34.591541,15,,
20190481150,-58.430609,-34.607046,6,,
20190488354,-58.385736,-34.627061,1,,
20190479174,-58.518943,-34.655191,9,,
20190479192,-58.456021,-34.602818,15,,
20190479208,-58.472608,-34.655089,9,,
20190479263,-58.408153,-34.598068,2,,
20190479270,-58.425648,-34.602709,5,,
20190479284,-58.461247,-34.632402,7,,
20190479331,-58.394469,-34.641829,4,,
20190479372,-58.490265,-34.569815,12,,
20190479444,-58.485919,-34.576511,12,,
20190479612,-58.407866,-34.567268,14,,
20190479649,-58.47893,-34.633107,10,,
20190479854,-58.483231,-34.660714,9,,
20190479913,-58.529335,-34.610982,11,,
20190479936,-58.402543,-34.599086,3,,
20190479982,-58.501639,-34.67398,9,,
20190480027,-58.471665,-34.6063,11,,
20190480112,-58.394667,-34.589629,2,,
20190480151,-58.370112,-34.605931,1,,
20190480185,-58.421014,-34.611479,5,,
20190480213,-58.500649,-34.552046,12,,
20190480219,-58.465943,-34.597788,15,,
20190480226,-58.397222,-34.587461,2,,
20190480251,-58.40023,-34.6132,3,,
20190480284,-58.409461,-34.569009,14,,
20190480358,-58.454744,-34.560925,13,,
20190480841,-58.435714,-34.564285,14,,
20190481008,-58.416801,-34.63289,5,,
20190485906,,,,,
20190486822,-58.474189,-34.620496,11,,
20190492846,-58.4845,-34.629619,10,,
20190480325,-58.472134,-34.580053,15,,
20190480479,-58.424079,-34.570823,14,,
20190480596,-58.504656,-34.66142,9,,
20190480624,-58.384325,-34.617792,1,,
20190480664,-58.411351,-34.606531,3,,
20190480667,-58.395961,-34.63537,4,,
20190480685,-58.444402,-34.583192,15,,
20190480701,-58.498294,-34.647724,9,,
