IdSiniestro,Longitud,Latitud,IdComuna,TipoVia,NombreVia
20200498512,-58.509930461176,-34.56919739421,12,Autopista,"PAZ, GRAL. AV."
20200497249,,,,,
20200497695,,,,,
20200497937,,,,,
20200498592,-58.395291650992,-34.604496069480,3,Via Principal,CORRIENTES AV.
20200498979,-58.453221697430,-34.620381370537,6,Via Principal,AVELLANEDA AV.
20200499275,-58.380485777658,-34.613038937486,1,Via Principal,BELGRANO AV.
20200499328,-58.454421648861,-34.643345361540,7,Via Principal,VARELA AV.
20200499369,-58.444930148414,-34.628534097474,6,Via Local,"BONIFACIO, JOSE"
20200499483,-58.461737407610,-34.631260913232,7,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200499526,-58.406809788302,-34.651231956735,4,Via Principal,"ALCORTA, AMANCIO AV."
20200499601,-58.386167664798,-34.610134373661,1,Via Local,"YRIGOYEN, HIPOLITO"
20200499636,-58.449313143620,-34.627945790176,6,Via Principal,"GOYENA, PEDRO AV."
20200499764,-58.473746714953,-34.696107117837,8,Via Local,MADARIAGA
20200499878,-58.375527790031,-34.584277499024,1,Via Local,"PERETTE, CARLOS H."
20200499880,-58.381136675759,-34.617653238781,1,Via Principal,9 DE JULIO AV.
20200499884,-58.369270124708,-34.599443318809,1,Via Principal,"MADERO, EDUARDO AV."
20200499993,-58.462006765501,-34.584001085952,15,Via Local,GUEVARA
20200500021,-58.398006448361,-34.638179851346,4,Via Principal,USPALLATA
20200500134,-58.477471769967,-34.621996224030,11,Via Principal,GAONA AV.
20200499647,,,,,
20200500083,,,,,
20200500263,-58.479746946826,-34.599276017670,15,Via Principal,SAN MARTIN AV.
20200500516,-58.485333220672,-34.672529220657,8,Via Local,"RUCCI, JOSE IGNACIO"
20200500741,-58.460865738837,-34.643003962600,7,Via Principal,"DELLEPIANE, LUIS, TTE. GRAL."
20200500977,-58.391722021172,-34.584756384741,2,Via Principal,DEL LIBERTADOR AV.
20200501081,-58.517143590713,-34.652762037772,9,Via Principal,"CASTRO, EMILIO AV."
20200501114,-58.470707005388,-34.627794219239,7,Via Principal,NAZCA AV.
20200501146,-58.481848960373,-34.600794260948,11,Via Local,EMPEDRADO
20200501576,-58.465838195729,-34.570293477649,13,Via Principal,MELIAN AV.
20200501593,-58.425179696658,-34.583945209039,14,Via Local,PARAGUAY
20200501537,,,,,
20200501754,-58.382964703762,-34.622242609521,1,Via Principal,SALTA
20200502022,-58.389395118444,-34.604218058920,1,Via Principal,MONTEVIDEO
20200502066,-58.512104048666,-34.591281513339,11,Via Local,"LOPEZ, CARLOS ANTONIO"
20200502186,-58.410347062735,-34.604029511198,3,Via Principal,CORRIENTES AV.
20200502358,-58.422560507948,-34.603015171173,5,Via Principal,CORRIENTES AV.
20200502519,-58.382180778022,-34.634597323200,4,Via Local,"CARRILLO, RAMON, DR."
20200502789,-58.496940389553,-34.658880732052,9,Via Local,REMEDIOS
20200502814,-58.476528019955,-34.689441934091,8,Via Local,MONTIEL
20200502930,-58.405279458288,-34.613423323481,3,Via Principal,MORENO
20200503021,-58.426757543126,-34.626997305138,6,Via Principal,LA PLATA AV.
20200503164,-58.440157973535,-34.587600934930,15,Via Principal,CORDOBA AV.
20200503552,-58.475909319008,-34.635675847107,10,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200503604,-58.507673964871,-34.648352087810,9,Via Principal,"CASTRO, EMILIO AV."
20200503794,-58.426457509825,-34.628315116596,7,Via Principal,LA PLATA AV.
20200503907,-58.469114807828,-34.682064057547,8,Via Principal,MURGUIONDO
20200503914,-58.483951174102,-34.606252596413,11,Via Local,LASCANO
20200503943,-58.374609129393,-34.655591336414,4,Via Local,VIEYTES
20200503960,-58.401072420614,-34.599483938502,2,Via Principal,CORDOBA AV.
20200504002,-58.374732180149,-34.647288229088,4,Via Local,CALIFORNIA
20200504125,-58.387954730069,-34.602909694016,1,Via Local,LAVALLE
20200504140,-58.370488001353,-34.601894929250,1,Via Principal,"ALEM, LEANDRO N. AV."
20200504174,-58.418751992488,-34.608717611218,5,Via Principal,DIAZ VELEZ AV.
20200504199,-58.441476213445,-34.643577043800,7,Via Principal,COBO AV.
20200503386,,,,,
20200504354,-58.420082293275,-34.615842736259,5,Via Principal,CASTRO BARROS AV.
20200504585,-58.508462746090,-34.572009353002,12,Via Local,"ALVAREZ PRADO, MANUEL"
20200505171,-58.385844025561,-34.621154881605,1,Via Local,SAN JOSE
20200505254,-58.393860835867,-34.604461882812,3,Via Principal,CORRIENTES AV.
20200505325,-58.509930461176,-34.56919739421,12,Autopista,"PAZ, GRAL. AV."
20200505341,-58.473080209845,-34.615107384012,11,Via Principal,"JUSTO, JUAN B. AV."
20200505466,-58.381353762551,-34.613100568506,1,Via Principal,9 DE JULIO AV.
20200505542,-58.453965732432,-34.585181672709,15,Via Principal,FOREST AV.
20200505615,-58.465231477374,-34.592069927596,15,Via Principal,DEL CAMPO AV.
20200505116,,,,,
20200505654,-58.391760087818,-34.612662120884,3,Via Principal,ENTRE RIOS AV.
20200505683,-58.421297580287,-34.606010139144,5,Via Principal,MEDRANO AV.
20200505938,-58.413819650126,-34.575704670020,14,Via Principal,DEL LIBERTADOR AV.
20200506015,-58.473453736137,-34.616524032840,11,Via Local,CONDARCO
20200506269,-58.521671062786,-34.633094383951,10,Via Local,PARIS
20200506327,-58.402145764192,-34.619785957673,3,Via Local,ESTADOS UNIDOS
20200506495,-58.438504236606,-34.623128383563,6,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200506569,-58.450768435285,-34.588690532901,15,Via Principal,"NEWBERY, JORGE AV."
20200506628,-58.370802489539,-34.590706873926,1,Via Principal,ANTARTIDA ARGENTINA AV.
20200506684,-58.467756585222,-34.657415493907,9,Via Principal,ASTURIAS AV.
20200506814,-58.447089263459,-34.643690596103,7,Via Principal,"BONORINO, ESTEBAN, CNEL. AV."
20200506832,-58.449434866643,-34.563221800613,13,Via Local,"HERNANDEZ, JOSE"
20200506992,-58.413647303942,-34.606116070081,5,Via Local,SARMIENTO
20200507014,-58.512714095401,-34.577865552117,12,Autopista,"PAZ, GRAL. AV."
20200507015,-58.454378608686,-34.631499402264,7,Via Principal,CARABOBO AV.
20200505867,,,,,
20200507143,-58.396833699448,-34.628090615417,3,Via Principal,"GARAY, JUAN DE AV."
20200507151,-58.380485777658,-34.613038937486,1,Via Principal,BELGRANO AV.
20200507163,-58.380485777658,-34.613038937486,1,Via Principal,BELGRANO AV.
20200507179,-58.522022857495,-34.605349354784,11,Via Principal,"CARRIL, SALVADOR MARIA DEL AV."
20200507260,-58.433434656852,-34.590841291409,14,Via Local,"VEGA, NICETO, CNEL."
20200507319,-58.371166199038,-34.594823688579,1,Via Principal,"MADERO, EDUARDO AV."
20200507335,-58.424077262795,-34.570822981848,14,Via Principal,DEL LIBERTADOR AV.
20200507565,-58.424982010878,-34.633621776346,5,Via Principal,LA PLATA AV.
20200507575,-58.426533288920,-34.578167911210,14,Via Principal,"JUSTO, JUAN B. AV."
20200507596,-58.509660585279,-34.592173697518,11,Via Principal,SAN MARTIN AV.
20200507603,-58.436261455466,-34.596713601676,15,Via Local,AGUIRRE
20200507663,-58.416711700150,-34.640509508222,4,Via Local,"POMAR, GREGORIO TTE. CNEL."
20200507667,-58.484291808147,-34.575580537205,12,Via Principal,TRIUNVIRATO AV.
20200507947,-58.493836485614,-34.656286815043,9,Via Local,FONROUGE
20200507969,-58.497545812753,-34.647034708862,9,Via Local,ARAUJO
20200507988,-58.381944215831,-34.609088246224,1,Via Principal,LIMA
20200508036,-58.479305625930,-34.583283340079,15,Via Principal,"VICTORICA, BENJAMIN, GENERAL, AV."
20200508229,-58.399575430274,-34.622081007371,3,Via Local,HUMBERTO 1Â°
20200508640,-58.434764537233,-34.628157200261,6,Via Principal,DIRECTORIO AV.
20200508644,-58.482937,-34.634075,10,,
20200508162,,,,,
20200509009,-58.381253722840,-34.599030525176,1,Via Principal,CORDOBA AV.
20200509387,-58.451050756215,-34.606414294915,15,Via Principal,SAN MARTIN AV.
20200509674,-58.526481111149,-34.610664385256,11,Via Local,ASUNCION
20200509865,-58.379513711237,-34.632209901522,1,Via Local,FINOCHIETTO ENRIQUE DR.
20200509902,-58.381570494457,-34.608426700878,1,Via Principal,9 DE JULIO AV.
20200509958,-58.472141370043,-34.670606112177,8,Via Local,AQUINO
20200510108,-58.441988185474,-34.619777132937,6,Via Local,ROJAS
20200510238,-58.479928209407,-34.641301998400,9,Via Principal,DIRECTORIO AV.
20200510562,-58.410608321176,-34.655433121656,4,Via Local,"CABRED, DOMINGO, DR."
20200510686,-58.464644321310,-34.578708381185,15,Via Principal,ALVAREZ THOMAS AV.
20200510711,-58.442421871163,-34.573798338491,13,Via Local,"NEWBERY, JORGE"
20200510872,-58.509930461176,-34.56919739421,12,Autopista,"PAZ, GRAL. AV."
20200510950,-58.464346070435,-34.541951911593,13,Via Local,11 DE SEPTIEMBRE DE 1888
20200511017,-58.517466729642,-34.632829120532,10,Via Principal,"JUSTO, JUAN B. AV."
20200511136,-58.430061297390,-34.594301955974,15,Via Principal,"SCALABRINI ORTIZ, RAUL AV."
20200511147,-58.398066818319,-34.580515296077,14,Via Principal,"FIGUEROA ALCORTA, PRES. AV."
20200511386,-58.404029641478,-34.58344232486,14,Via Principal,LAS HERAS GENERAL AV.
20200511727,-58.529807582806,-34.627035000145,10,Autopista,"PAZ, GRAL. AV."
20200511759,-58.383115712714,-34.614388669541,1,Via Local,REPUBLICA BOLIVARIANA DE VENEZUELA
20200511849,-58.432619475515,-34.645214446414,7,Via Principal,RIESTRA AV.
20200511931,-58.388954149848,-34.613637287010,1,Via Principal,BELGRANO AV.
20200511950,-58.485382943184,-34.62571499091,10,Via Principal,GAONA AV.
20200512208,-58.475959656602,-34.592173646913,15,Via Principal,DE LOS CONSTITUYENTES AV.
20200512219,-58.404415096236,-34.592587216332,2,Via Local,ARENALES
20200512889,-58.424077262795,-34.570822981848,14,Via Principal,DEL LIBERTADOR AV.
20200513041,-58.510100298169,-34.631725118463,10,Via Local,SAN BLAS
20200513184,-58.473559718493,-34.686230219064,8,Via Principal,"FERNANDEZ DE LA CRUZ, F., GRAL. AV."
20200513216,-58.516340145321,-34.594977382766,11,Via Principal,MOSCONI GENERAL AV.
20200513262,-58.413440573199,-34.626664838579,5,Via Local,LINIERS VIRREY
20200513320,-58.504533778782,-34.570383654489,12,Via Local,PIRAN
20200513611,-58.416109245407,-34.658088079581,4,Via Principal,SAENZ AV.
20200513862,,,,,
20200513879,-58.401576696021,-34.626388916264,3,Via Local,CONSTITUCION
20200513962,-58.380998330204,-34.622149537067,1,Via Principal,9 DE JULIO AV.
20200514167,-58.424104927026,-34.602861871937,5,Via Principal,CORRIENTES AV.
20200514477,-58.462413277512,-34.558652688226,13,Via Local,AMENABAR
20200514596,-58.426105275157,-34.613711946969,5,Via Principal,RIVADAVIA AV.
20200514779,-58.487680946462,-34.573524100282,12,Via Principal,TRIUNVIRATO AV.
20200515040,-58.489998317076,-34.646938139191,9,Via Local,"RODO, JOSE E."
20200515146,-58.389607039365,-34.621623017591,1,Via Local,HUMBERTO 1Â°
20200514005,,,,,
20200514850,,,,,
20200515275,-58.491041816531,-34.582881158948,12,Via Principal,DE LOS CONSTITUYENTES AV.
20200515488,-58.492797688967,-34.550961345869,12,Via Local,MACHAIN
20200515537,-58.509501864040,-34.571502588310,12,Autopista,"PAZ, GRAL. AV."
20200515713,-58.388301628263,-34.597118622274,2,Via Local,PARANA
20200515926,-58.381136675759,-34.617653238781,1,Via Principal,9 DE JULIO AV.
20200516022,-58.415344009313,-34.618383885053,5,Via Local,MAZA
20200516263,-58.415088282813,-34.623037614258,5,Via Local,MAZA
20200516267,-58.487637708537,-34.630007957216,10,Via Principal,SEGUROLA AV.
20200516322,-58.484113815739,-34.645158793623,9,Via Principal,DIRECTORIO AV.
20200516362,-58.403673215587,-34.581292464096,14,Via Principal,DEL LIBERTADOR AV.
20200516385,-58.368136881183,-34.605240331776,1,Via Principal,"MADERO, EDUARDO AV."
20200516428,-58.487044149704,-34.684510609958,8,Autopista,"PAZ, GRAL. AV."
20200516590,-58.505109065728,-34.671351502890,9,Autopista,"PAZ, GRAL. AV."
20200516726,-58.474336328790,-34.694590398943,8,Autopista,"PAZ, GRAL. AV."
20200516241,,,,,
20200517048,-58.374077,-34.656481,4,,
20200517106,-58.512356565171,-34.575174610514,12,Autopista,"PAZ, GRAL. AV."
20200517315,-58.474414549484,-34.676359097907,8,Via Principal,RIESTRA AV.
20200517322,-58.428173287251,-34.632813909192,7,Via Local,DOBLAS
20200517428,-58.485660931781,-34.602253507911,11,Via Local,"SASTRE, MARCOS"
20200517444,-58.496942366229,-34.567496064034,12,Via Local,"PEDRAZA, MANUELA"
20200517612,-58.472294516246,-34.674363351061,8,Via Principal,LARRAYA
20200517618,-58.409871351756,-34.629887094414,3,Via Principal,24 DE NOVIEMBRE
20200517653,-58.444537479191,-34.643333751934,7,Via Principal,CASTAÃ‘ARES AV.
20200517692,-58.416015135170,-34.608714372562,5,Via Principal,DIAZ VELEZ AV.
20200517728,-58.482299811231,-34.673213325126,8,Via Local,SARAZA
20200517808,-58.472229929386,-34.680955275255,8,Via Local,"LEGUIZAMON, MARTINIANO"
20200517824,-58.401896473871,-34.589292147868,2,Via Local,LAPRIDA
20200517910,-58.452587623716,-34.663155635464,8,Via Principal,PLUMERILLO
20200518302,-58.454117,-34.643893,7,,
20200518395,-58.513249264118,-34.652324607732,9,Via Local,"DE LA TORRE, LISANDRO"
20200518566,-58.460512236880,-34.644354707164,7,Via Principal,LAFUENTE AV.
20200518632,-58.447599660597,-34.591702401150,15,Via Principal,CORRIENTES AV.
20200518642,-58.509930461176,-34.56919739421,12,Autopista,"PAZ, GRAL. AV."
20200518651,-58.422047896776,-34.612121552279,5,Via Principal,RIVADAVIA AV.
20200518760,-58.460085208607,-34.630763903857,7,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200518822,-58.488792988689,-34.584818304316,15,Via Local,LA PAMPA
20200518875,-58.471046609689,-34.658071671249,9,Via Principal,"DELLEPIANE, LUIS, TTE. GRAL."
20200518983,-58.393202061241,-34.618233028865,3,Via Principal,INDEPENDENCIA AV.
20200519137,-58.433834832978,-34.608920128700,6,Via Principal,DIAZ VELEZ AV.
20200519144,-58.520114463263,-34.656232120358,9,Via Local,MOLINA
20200519147,-58.373012745708,-34.651718879341,4,Via Principal,"CRUZ, OSVALDO AV."
20200519153,-58.461202410155,-34.623005954609,7,Via Principal,AVELLANEDA AV.
20200519238,-58.476796500916,-34.574134786673,12,Via Local,JURAMENTO
20200519270,-58.458630287053,-34.646455409379,7,Via Local,"ALVAREZ, CRISOSTOMO"
20200519271,-58.416446667651,-34.649702127573,4,Via Principal,"MORENO, PERITO AV."
20200519379,-58.420403523468,-34.660051712976,4,Via Principal,EREZCANO AV.
20200519491,-58.412880415918,-34.592319273550,14,Via Principal,"MANSILLA, LUCIO NORBERTO, GENERAL"
20200519694,-58.448587744852,-34.595632944768,15,Via Local,HUMBOLDT
20200519730,-58.474567391364,-34.617790459170,11,Via Local,GALICIA
20200519731,,,,,
20200519855,-58.481786703408,-34.624229093109,11,Via Principal,SAN NICOLAS
20200519858,-58.402663787586,-34.586776191572,2,Via Local,AUSTRIA
20200519891,-58.508304034523,-34.634770517599,10,Via Principal,"JUSTO, JUAN B. AV."
20200519995,-58.418616672435,-34.606778916174,5,Via Local,"PERON, JUAN DOMINGO, TTE. GENERAL"
20200520178,-58.436443436201,-34.648141464051,7,Via Local,"JANER, ANA MARIA"
20200520299,-58.523406142793,-34.597987549082,11,Autopista,"PAZ, GRAL. AV."
20200520314,-58.478830996805,-34.599670650896,15,Via Principal,SAN MARTIN AV.
20200520466,-58.473592876595,-34.605872707203,11,Via Local,GAVILAN
20200520541,-58.482742025844,-34.624629019612,11,Via Principal,GAONA AV.
20200520962,-58.394272079156,-34.618470301910,3,Via Principal,INDEPENDENCIA AV.
20200521239,-58.481148516980,-34.604975484717,11,Via Local,LASCANO
20200521862,-58.529311419102,-34.654229179843,9,Via Local,TONELERO
20200521871,-58.491750926246,-34.582530029262,12,Via Principal,DE LOS CONSTITUYENTES AV.
20200521898,-58.451269580834,-34.601048112329,15,Via Principal,"PUEYRREDON, HONORIO, DR. AV."
20200521911,-58.478721066078,-34.657776010792,9,Via Principal,OLIVERA AV.
20200522104,-58.463030403451,-34.61523249568,11,Via Principal,GAONA AV.
20200522182,-58.431885417265,-34.638120818056,7,Via Principal,"MORENO, JOSE MARIA AV."
20200522195,-58.422404638105,-34.612074895718,5,Via Principal,RIVADAVIA AV.
20200522222,-58.482220929239,-34.610407090749,11,Via Principal,NAZCA AV.
20200522360,-58.372753407572,-34.601874729814,1,Via Local,RECONQUISTA
20200522362,-58.392265922943,-34.607821630751,3,Via Principal,CALLAO AV.
20200522629,-58.383219889690,-34.613232807534,1,Via Principal,BELGRANO AV.
20200522793,-58.486965458434,-34.587017556227,15,Via Principal,DE LOS CONSTITUYENTES AV.
20200522824,-58.456285783700,-34.560145256491,13,Via Local,MENDOZA
20200522947,-58.479611005387,-34.656203983933,9,Via Local,PRIMERA JUNTA
20200523118,-58.368324602183,-34.635374408154,4,Via Local,HERNANDARIAS
20200523159,-58.459402219867,-34.633278409415,7,Via Principal,DIRECTORIO AV.
20200523202,-58.432994715935,-34.598658212304,15,Via Local,LOYOLA
20200523237,-58.451269580834,-34.601048112329,15,Via Principal,"PUEYRREDON, HONORIO, DR. AV."
20200523252,-58.396988454186,-34.618252650813,3,Via Principal,INDEPENDENCIA AV.
20200523270,-58.460528353503,-34.578294757671,15,Via Principal,ALVAREZ THOMAS AV.
20200523334,-58.491151052407,-34.649420087425,9,Via Local,CHASCOMUS
20200523352,-58.373338260685,-34.645693339545,4,Via Principal,"MONTES DE OCA, MANUEL AV."
20200523442,-58.444314768088,-34.572803005766,13,Via Local,CIUDAD DE LA PAZ
20200523457,-58.422784288486,-34.603043736602,5,Via Principal,"ACUÃ‘A DE FIGUEROA, FRANCISCO"
20200523744,-58.430323441846,-34.592944469424,14,Via Local,MALABIA
20200524189,-58.458256365798,-34.630922418572,7,Via Principal,"BONORINO, ESTEBAN, CNEL. AV."
20200524421,-58.448223039617,-34.630142162789,6,Via Principal,DIRECTORIO AV.
20200524585,-58.385286123235,-34.642999271314,4,Via Principal,SUAREZ AV.
20200524609,-58.450439550756,-34.636894596931,7,Via Local,PUMACAHUA
20200524636,-58.402350840143,-34.594442320744,2,Via Principal,PUEYRREDON AV.
20200524660,-58.492065401085,-34.679349486067,8,Via Local,GOLETA SANTA CRUZ
20200524701,-58.448066172588,-34.590988543097,15,Via Principal,CORRIENTES AV.
20200524792,-58.515414076608,-34.651941023082,9,Via Principal,"CASTRO, EMILIO AV."
20200524933,-58.401617893130,-34.595651189648,2,Via Local,LARREA
20200524979,-58.356265423833,-34.635507755678,4,Via Local,OLAVARRIA
20200525077,-58.480739545773,-34.623778537871,11,Via Principal,GAONA AV.
20200525086,-58.392873472544,-34.593921888651,2,Via Principal,CALLAO AV.
20200525108,-58.438766302497,-34.599873894411,15,Via Principal,CORRIENTES AV.
20200525134,-58.426757543126,-34.626997305138,6,Via Principal,LA PLATA AV.
20200525185,-58.435648802329,-34.628286560256,6,Via Principal,DIRECTORIO AV.
20200525226,-58.494049782733,-34.603364920861,11,Via Local,CUENCA
20200525247,-58.476392325630,-34.636082663119,10,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200525580,-58.474189447735,-34.620496724202,11,Via Principal,NAZCA AV.
20200525683,-58.523942041627,-34.622630542864,10,Via Local,IRIGOYEN
20200526083,-58.492919086393,-34.623983233207,10,Via Local,"DIAZ, CESAR, GRAL."
20200526095,-58.404751250141,-34.607623555465,3,Via Local,"PERON, JUAN DOMINGO, TTE. GENERAL"
20200526141,-58.436645907976,-34.563560680047,14,Via Principal,DEL LIBERTADOR AV.
20200526307,-58.455464830628,-34.558190888601,13,Via Local,ARCOS
20200526377,-58.390646419413,-34.651253730478,4,Via Principal,"IRIARTE, GRAL. AV."
20200526391,-58.529328729660,-34.650149938370,9,Autopista,"PAZ, GRAL. AV."
20200526550,-58.414228446626,-34.581748651535,14,Via Principal,LAS HERAS GENERAL AV.
20200526649,,,,,
20200526699,-58.447655978961,-34.603352242042,15,Via Local,GALICIA
20200526729,-58.392036822337,-34.607985670074,3,Via Principal,CALLAO AV.
20200526865,-58.521267389613,-34.636436875981,9,Via Local,RESERVISTAS ARGENTINOS
20200526877,-58.503110417922,-34.660134725755,9,Via Principal,"DE LA TORRE, LISANDRO AV."
20200526904,-58.450768435285,-34.588690532901,15,Via Principal,FOREST AV.
20200526958,-58.469239081712,-34.578808326970,15,Via Principal,ALVAREZ THOMAS AV.
20200527022,-58.470871183607,-34.582643157064,15,Via Principal,DONADO
20200527130,-58.479490776666,-34.677335785688,8,Via Principal,"DELLEPIANE, LUIS, TTE. GRAL."
20200527154,-58.412281432475,-34.600242883962,5,Via Local,GALLO
20200527163,-58.446693522491,-34.560400544535,13,Via Local,LA PAMPA
20200527246,-58.490265737201,-34.569814107400,12,Via Principal,CAPDEVILA
20200527277,-58.494976927280,-34.669030671397,9,Via Principal,"PERON, EVA AV."
20200527361,-58.416523816817,-34.602407856363,5,Via Local,"BRAVO, MARIO"
20200527536,,,,,
20200527599,-58.473257122804,-34.652846054796,9,Via Principal,"PERON, EVA AV."
20200527819,-58.416836904820,-34.631309895852,5,Via Principal,"GARAY, JUAN DE AV."
20200527828,-58.479632059183,-34.658396247978,9,Via Principal,"PERON, EVA AV."
20200527966,-58.432442440795,-34.602185269747,15,Via Principal,CORRIENTES AV.
20200528017,-58.411744734973,-34.604082645752,3,Via Principal,CORRIENTES AV.
20200528221,-58.510182712370,-34.625414878318,10,Via Principal,LOPE DE VEGA AV.
20200528361,-58.487602921198,-34.619533580449,11,Via Local,SAN NICOLAS
20200528420,-58.381514880155,-34.617660112719,1,Via Principal,INDEPENDENCIA AV.
20200528695,-58.504194767234,-34.572805648303,12,Via Principal,DE LOS CONSTITUYENTES AV.
20200528819,-58.486612862679,-34.567861298195,12,Via Local,GALVAN
20200529175,-58.450768435285,-34.588690532901,15,Via Principal,CORRIENTES AV.
20200529205,-58.478503110665,-34.543056657877,12,Via Local,CONESA
20200529257,-58.390928514258,-34.629326967998,4,Via Local,BRASIL
20200529301,-58.506263219742,-34.669275600645,9,Via Local,SALADILLO
20200529543,-58.412756433321,-34.616628593085,5,Via Local,SANCHEZ DE LORIA
20200529841,-58.362387550552,-34.613493132822,1,Via Local,MANSO JUANA
20200529865,-58.517176969386,-34.662034348283,9,Via Principal,"ALBERDI, JUAN BAUTISTA AV."
20200529884,-58.402490304706,-34.581737029500,14,Via Principal,DEL LIBERTADOR AV.
20200529889,-58.374548141136,-34.649806043559,4,Via Local,HERRERA
20200529923,-58.356081819255,-34.634203193048,4,Via Local,SUAREZ
20200530004,-58.391700259041,-34.618158071252,3,Via Principal,ENTRE RIOS AV.
20200530018,-58.376011488872,-34.627270564747,1,Via Principal,CASEROS AV.
20200530060,-58.496384518642,-34.613770735375,10,Via Local,"GONZALEZ, JOAQUIN V."
20200530162,-58.451441619948,-34.637465619345,7,Via Principal,CARABOBO AV.
20200530324,-58.432331807601,-34.603927563038,6,Via Local,SARMIENTO
20200530339,-58.450680054198,-34.606697263330,6,Via Principal,SAN MARTIN AV.
20200530542,-58.424539003790,-34.631313074799,5,Via Principal,PAVON AV.
20200530719,,,,,
20200530776,-58.496551982451,-34.576551634732,12,Via Local,AIZPURUA
20200530834,-58.400424056041,-34.623561746559,3,Via Principal,SAN JUAN AV.
20200530872,-58.407557325728,-34.637459936102,4,Via Principal,CASEROS AV.
20200530926,-58.467545620169,-34.646657468726,9,Via Principal,"PERON, EVA AV."
20200530954,-58.380998330204,-34.622149537067,1,Via Principal,SAN JUAN AV.
20200531271,-58.473425108383,-34.675427420724,8,Via Principal,LARRAZABAL
20200531645,-58.426386305875,-34.659257072907,8,Via Principal,"RABANAL, FRANCISCO, INTENDENTE AV."
20200531708,-58.418295592218,-34.594116772592,14,Via Principal,HONDURAS AV.
20200531783,-58.467775310092,-34.631032285035,7,Via Local,LAFUENTE
20200531882,-58.377561129124,-34.628819007530,4,Via Principal,"MONTES DE OCA, MANUEL AV."
20200531940,-58.466585448662,-34.627248652855,7,Via Local,BACACAY
20200531983,-58.429141528506,-34.648488335967,4,Via Principal,"FERNANDEZ DE LA CRUZ, F., GRAL. AV."
20200532008,-58.480779892330,-34.598830937512,15,Via Principal,SAN MARTIN AV.
20200532014,-58.409875062777,-34.613994021521,3,Via Local,"URQUIZA, GRAL."
20200532140,,,,,
20200532193,-58.382597715234,-34.597948587829,1,Via Local,CERRITO
20200532392,-58.491760385976,-34.666005750282,9,Via Local,"LEGUIZAMON, MARTINIANO"
20200532398,-58.389129914814,-34.649679586539,4,Via Principal,VELEZ SARSFIELD AV.
20200532757,-58.447665993886,-34.633976075627,7,Via Local,MALVINAS ARGENTINAS
20200532778,-58.529279828869,-34.639317520336,9,Autopista,"PAZ, GRAL. AV."
20200533131,-58.392934176571,-34.599636420664,2,Via Principal,CORDOBA AV.
20200533147,-58.446236563443,-34.592698224175,15,Via Principal,CORRIENTES AV.
20200533236,-58.397814378693,-34.651523038840,4,Via Principal,"IRIARTE, GRAL. AV."
20200533662,-58.434630685314,-34.599045749348,15,Via Local,AGUIRRE
20200533808,-58.378590893840,-34.623617835369,1,Via Local,TACUARI
20200534040,-58.505763862207,-34.563332130144,12,Autopista,"PAZ, GRAL. AV."
20200534114,-58.489022602299,-34.652357195613,9,Via Principal,REMEDIOS
20200534131,-58.382092717442,-34.599069467290,1,Via Principal,CORDOBA AV.
20200534211,-58.472416664314,-34.636986343555,10,Via Principal,DIRECTORIO AV.
20200534284,-58.456710232802,-34.626666047841,7,Via Principal,RIVADAVIA AV.
20200534550,-58.486606851589,-34.626216881516,10,Via Principal,GAONA AV.
20200534659,-58.428891269329,-34.582807488306,14,Via Local,GUATEMALA
20200534912,-58.366902110018,-34.621582586031,1,Autopista,AUTOPISTA 25 DE MAYO
20200535152,-58.423758880011,-34.581495838897,14,Via Local,GUEMES
20200535196,-58.468848352084,-34.548114644476,12,Via Principal,CABILDO AV.
20200535311,-58.507673964871,-34.648352087810,9,Via Principal,"CASTRO, EMILIO AV."
20200535316,-58.4500811021425,-34.659486980445,,,
20200535441,-58.438858386466,-34.635254570767,7,Via Principal,ASAMBLEA AV.
20200535523,-58.400083441355,-34.651181407284,4,Via Principal,"IRIARTE, GRAL. AV."
20200535641,-58.422816272177,-34.642824242514,4,Via Principal,LA PLATA AV.
20200535825,-58.444617276336,-34.650977956087,8,Via Principal,"MORENO, PERITO AV."
20200535849,-58.409875062777,-34.613994021521,3,Via Local,MORENO
20200536016,-58.467491887068,-34.635517513682,7,Via Principal,DIRECTORIO AV.
20200536070,-58.403440588193,-34.577624042036,14,Via Principal,"FIGUEROA ALCORTA, PRES. AV."
20200536168,-58.379616052208,-34.627779222255,1,Via Local,BRASIL
20200536280,-58.424067846404,-34.562139165932,14,Via Principal,"FIGUEROA ALCORTA, PRES. AV."
20200536371,-58.417158004096,-34.644793109684,4,Via Local,QUILMES
20200536466,-58.389884669089,-34.640203842159,4,Via Principal,VELEZ SARSFIELD AV.
20200536496,-58.520238716854,-34.632796381160,10,Via Principal,ALVAREZ JONTE AV.
20200536611,-58.507635377444,-34.588304947480,12,Via Local,"ZEBALLOS, ESTANISLAO S."
20200536886,-58.385484958867,-34.598353162213,1,Via Local,PARAGUAY
20200536893,-58.445315485796,-34.637259234107,7,Via Principal,CURAPALIGUE AV.
20200536977,-58.495283340551,-34.678784640700,8,Autopista,"PAZ, GRAL. AV."
