IdSiniestro,IdActorVictima,Sexo,TipoVictima,RangoEtario
20190637278,,Femenino,Lesionada,Adulto 30 a 39
20190638517,,Masculino,Lesionada,Adulto 30 a 39
20190645197,,Masculino,Lesionada,Adulto Joven
20190645775,,,Lesionada,
20190637075,,Masculino,Lesionada,Adulto Joven
20190637188,,Femenino,Lesionada,Adulto 30 a 39
20190637188,,Masculino,Lesionada,Adulto 30 a 39
20190637188,,Femenino,Lesionada,Adulto 40 a 49
20190637198,,Masculino,Lesionada,Adulto 30 a 39
20190637256,,Masculino,Lesionada,Adulto 40 a 49
20190637713,,Femenino,Lesionada,Adulto Mayor
20190638037,,Masculino,Lesionada,Adulto 40 a 49
20190638313,,Masculino,Lesionada,Adulto Mayor
20190638422,,Femenino,Lesionada,Adulto 50 a 59
20190638458,,Masculino,Lesionada,Adulto 40 a 49
20190638480,,Masculino,Lesionada,Adulto 50 a 59
20190638579,,Femenino,Lesionada,Adulto Mayor
20190638705,,Masculino,Lesionada,Adulto Joven
20190639012,,Masculino,Lesionada,Adulto Joven
20190639069,,Femenino,Lesionada,Adulto 40 a 49
20190639069,,Masculino,Lesionada,Adulto 40 a 49
20190639101,,Masculino,Lesionada,
20190639108,,Masculino,Lesionada,Adulto 40 a 49
20190639354,,,Lesionada,
20190639424,,Masculino,Lesionada,Adulto Joven
20190639557,,Femenino,Lesionada,Adulto 40 a 49
20190639693,,,Lesionada,
20190650383,,Masculino,Lesionada,Adulto 30 a 39
20190667156,,Masculino,Lesionada,Adulto Joven
20190698735,,Masculino,Lesionada,Adulto 40 a 49
20190639676,,Masculino,Lesionada,Adulto 40 a 49
20190639678,,Masculino,Lesionada,Adulto Joven
20190639810,,Masculino,Lesionada,
20190639810,,Femenino,Lesionada,Adulto Joven
20190639813,,Masculino,Lesionada,
20190639835,,Femenino,Lesionada,Adulto 30 a 39
20190639891,,Masculino,Lesionada,Adulto 30 a 39
20190639924,,Masculino,Lesionada,Adulto Mayor
20190639969,,Masculino,Lesionada,Adulto 30 a 39
20190640149,,Masculino,Lesionada,Adulto 40 a 49
20190640320,,Masculino,Lesionada,Adulto Joven
20190640322,,Masculino,Lesionada,Adulto 40 a 49
20190640468,,Masculino,Lesionada,Adulto Mayor
20190367847,,Masculino,Lesionada,Adulto 30 a 39
20190640663,,Masculino,Lesionada,Adulto Joven
20190640667,,Masculino,Lesionada,Adulto 50 a 59
20190644197,,Masculino,Lesionada,Adulto 30 a 39
20190782622,,Femenino,Lesionada,Adulto Joven
20190641053,,Masculino,Lesionada,Adulto Joven
20190641099,,Masculino,Lesionada,Adulto 40 a 49
20190641333,,Masculino,Lesionada,Adulto Joven
20190641333,,Femenino,Lesionada,Adulto 50 a 59
20190641356,,Femenino,Lesionada,Adulto 40 a 49
20190641452,,Masculino,Lesionada,Adulto 30 a 39
20190641663,,Masculino,Lesionada,Adulto 40 a 49
20190641667,,Masculino,Lesionada,Adulto 40 a 49
20190641667,,Masculino,Lesionada,Adulto 40 a 49
20190641712,,Masculino,Lesionada,Adulto 30 a 39
20190641869,,Masculino,Lesionada,Adulto Joven
20190641881,,Masculino,Lesionada,Adulto Joven
20190641933,,Femenino,Lesionada,Adulto 40 a 49
20190641982,,Masculino,Lesionada,Adulto Joven
20190642016,,Masculino,Lesionada,Adulto 40 a 49
20190645795,,Femenino,Lesionada,
20190642007,,Femenino,Lesionada,Adulto 30 a 39
20190642009,,Masculino,Lesionada,Adulto Joven
20190642009,,Masculino,Lesionada,Adulto Joven
20190213587,,Masculino,Lesionada,
20190141472,,Masculino,Lesionada,Adulto Joven
20190642036,,Femenino,Lesionada,Adulto Joven
20190642036,,Femenino,Lesionada,Adulto Joven
20190642124,,Masculino,Lesionada,Adulto 30 a 39
20190642124,,Masculino,Lesionada,Adulto 50 a 59
20190642124,,Femenino,Lesionada,Adulto 30 a 39
20190642180,,Masculino,Lesionada,Adulto Joven
20190642180,,Masculino,Lesionada,
20190642295,,Masculino,Lesionada,Adulto Joven
20190642380,,Femenino,Lesionada,Adulto Mayor
20190642400,,Masculino,Lesionada,Adulto 50 a 59
20190642400,,Femenino,Lesionada,
20190642463,,Masculino,Lesionada,Adulto 40 a 49
20190642586,,Masculino,Lesionada,Adulto Joven
20190642762,,Masculino,Lesionada,Adulto Mayor
20190643023,,Masculino,Lesionada,Adulto Joven
20190643023,,Masculino,Lesionada,
20190643070,,Masculino,Lesionada,Adulto Joven
20190643076,,Femenino,Lesionada,Adulto Joven
20190643076,,Femenino,Lesionada,Adulto 50 a 59
20190643076,,Masculino,Lesionada,Adulto 50 a 59
20190643076,,Masculino,Lesionada,Adulto 50 a 59
20190643076,,Femenino,Lesionada,Adulto Mayor
20190643133,,Masculino,Lesionada,Adulto 30 a 39
20190643155,,Masculino,Lesionada,Adulto 50 a 59
20190643155,,Masculino,Lesionada,Adulto Joven
20190141981,,Masculino,Lesionada,
20190643236,,Masculino,Lesionada,
20190643240,,Masculino,Lesionada,Adulto 40 a 49
20190643240,,Masculino,Lesionada,Adulto 40 a 49
20190643251,,Masculino,Lesionada,Adulto 30 a 39
20190648965,,Masculino,Lesionada,Adulto 30 a 39
20190696298,,Femenino,Lesionada,Adulto Joven
20190643314,,Femenino,Lesionada,Adulto 30 a 39
20190643388,,Femenino,Lesionada,Adulto 30 a 39
20190643575,,Femenino,Lesionada,Adulto 40 a 49
20190643683,,Masculino,Lesionada,Adulto Joven
20190643751,,Masculino,Lesionada,Adulto 30 a 39
20190643830,,Masculino,Lesionada,Adulto Mayor
20190643830,,Femenino,Lesionada,Adulto 50 a 59
20190644167,,Femenino,Lesionada,Adulto 40 a 49
20190644202,,,Lesionada,
20190644258,,Femenino,Lesionada,Adulto 50 a 59
20190644343,,Masculino,Lesionada,Adulto 30 a 39
20190644405,,Masculino,Lesionada,Adulto 30 a 39
20190644410,,Masculino,Lesionada,Adulto 30 a 39
20190644593,,Masculino,Lesionada,Adulto Joven
20190644628,,Femenino,Lesionada,Adulto Joven
20190644746,,Masculino,Lesionada,Adulto Joven
20190644776,,Masculino,Lesionada,Adulto 40 a 49
20190645028,,Masculino,Lesionada,Adulto 30 a 39
20190645162,,Femenino,Lesionada,Adulto 30 a 39
20190645419,,Femenino,Lesionada,Adulto Joven
20190645422,,Masculino,Lesionada,Adulto 50 a 59
20190645490,,Femenino,Lesionada,Adolescente
20190645539,,Masculino,Lesionada,Adulto 30 a 39
20190645603,,Masculino,Lesionada,Adulto Joven
20190645715,,Masculino,Lesionada,Adulto Mayor
20190645767,,Femenino,Lesionada,Adulto Mayor
20190645773,,Masculino,Lesionada,Adulto 40 a 49
20190645808,,Masculino,Lesionada,Adulto 30 a 39
20190645827,,Masculino,Lesionada,Adulto 40 a 49
20190645940,,Masculino,Lesionada,Adulto Joven
20190645962,,Masculino,Lesionada,Adulto Joven
20190645984,,Femenino,Lesionada,Adulto 30 a 39
20190675703,,Masculino,Lesionada,Adulto Joven
20190646173,,Femenino,Lesionada,Adulto Joven
20190646173,,Masculino,Lesionada,Adulto Joven
20190646273,,Femenino,Lesionada,Adulto 50 a 59
20190646333,,Femenino,Lesionada,Adulto Mayor
20190646419,,Femenino,Lesionada,Adulto 30 a 39
20190646419,,Femenino,Lesionada,Adulto 50 a 59
20190646687,,Masculino,Lesionada,Adulto 50 a 59
20190646829,,Masculino,Lesionada,Adulto Joven
20190646829,,Femenino,Lesionada,Adulto 30 a 39
20190646929,,Femenino,Lesionada,Adulto 30 a 39
20190646936,,Masculino,Lesionada,Adulto Joven
20190647123,,Masculino,Lesionada,Adulto Joven
20190647124,,Masculino,Lesionada,Adulto 30 a 39
20190647206,,,Lesionada,
20190647319,,Masculino,Lesionada,Adolescente
20190647319,,Femenino,Lesionada,Infante
20190647319,,Masculino,Lesionada,Infante
20190647436,,Masculino,Lesionada,Adulto 50 a 59
20190647467,,Masculino,Lesionada,Adulto Joven
20190647523,,Masculino,Lesionada,Adulto 40 a 49
20190647542,,Masculino,Lesionada,Adulto 30 a 39
20190647542,,Femenino,Lesionada,Adulto Mayor
20190647542,,Femenino,Lesionada,Adulto 40 a 49
20190647542,,Femenino,Lesionada,Adulto 40 a 49
20190648123,,Masculino,Lesionada,Adulto 30 a 39
20190648249,,Femenino,Lesionada,Adulto 30 a 39
20190648257,,Masculino,Lesionada,Adulto 40 a 49
20190648257,,Masculino,Lesionada,Adulto Joven
20190648272,,Masculino,Lesionada,Adulto Joven
20190648340,,Femenino,Lesionada,Adulto Joven
20190648363,,Femenino,Lesionada,Adulto 50 a 59
20190648377,,Masculino,Lesionada,Adulto Joven
20190648429,,Masculino,Lesionada,Adulto Mayor
20190648990,,Masculino,Lesionada,Adulto Mayor
20190651522,,Femenino,Lesionada,
20190659559,,Masculino,Lesionada,Adulto 40 a 49
20190648859,,Masculino,Lesionada,
20190648921,,Masculino,Lesionada,Adulto Joven
20190648947,,Femenino,Lesionada,Adulto Joven
20190648960,,Femenino,Lesionada,Adulto Joven
20190649287,,Femenino,Lesionada,Adulto Joven
20190649322,,Masculino,Lesionada,Adulto 50 a 59
20190649322,,Masculino,Lesionada,Adulto 50 a 59
20190185051,,Masculino,Lesionada,Adulto 30 a 39
20190649457,,Femenino,Lesionada,Adulto Mayor
20190649627,,Masculino,Lesionada,Adulto 40 a 49
20190649709,,Masculino,Lesionada,Adulto 40 a 49
20190649817,,Masculino,Lesionada,Adulto 30 a 39
20190649893,,Masculino,Lesionada,
20190649913,,Femenino,Lesionada,Adulto Joven
20190649956,,Femenino,Lesionada,Adulto Mayor
20190650145,,Masculino,Lesionada,Adulto Joven
20190650389,,Masculino,Lesionada,Adulto 30 a 39
20190650390,,Masculino,Lesionada,Adulto 50 a 59
20190650448,,Masculino,Lesionada,Adulto 40 a 49
20190650482,,Masculino,Lesionada,Adulto Joven
20190650482,,Masculino,Lesionada,Adulto 40 a 49
20190650482,,Femenino,Lesionada,Adulto 50 a 59
20190650591,,Masculino,Lesionada,Adulto Joven
20190668462,,Femenino,Lesionada,Adulto 40 a 49
20190682128,,Masculino,Lesionada,Adulto Joven
20190786365,,Masculino,Lesionada,Adulto 40 a 49
20190650786,,Masculino,Lesionada,Adulto Joven
20190650800,,Masculino,Lesionada,Adulto Mayor
20190650866,,Masculino,Lesionada,Adulto Joven
20190650866,,Femenino,Lesionada,Adulto Joven
20190651002,,Femenino,Lesionada,Adulto 30 a 39
20190651018,,Masculino,Lesionada,Adulto 40 a 49
20190651269,,Masculino,Lesionada,Adulto 30 a 39
20190651691,,Masculino,Lesionada,Adulto 30 a 39
20190651828,,Femenino,Lesionada,Infante
20190651828,,Masculino,Lesionada,Adulto 30 a 39
20190651921,,Masculino,Lesionada,Adulto 40 a 49
20190652109,,Femenino,Lesionada,Adulto 50 a 59
20190652178,,Femenino,Lesionada,Adulto Mayor
20190652290,,Masculino,Lesionada,Adulto Joven
20190652396,,Masculino,Lesionada,Adulto Joven
20190652396,,Femenino,Lesionada,Adulto 30 a 39
20190652463,,Masculino,Lesionada,Adulto 50 a 59
20190652532,,Masculino,Lesionada,Adulto Joven
20190652602,,Masculino,Lesionada,Adulto 40 a 49
20190652744,,Masculino,Lesionada,Adulto 50 a 59
20190652785,,Femenino,Lesionada,Adulto 30 a 39
20190652965,,Masculino,Lesionada,Adulto 30 a 39
20190653106,,Masculino,Lesionada,Adulto 40 a 49
20190653129,,Femenino,Lesionada,Adulto Mayor
20190653141,,Femenino,Lesionada,Adulto Joven
20190653141,,Masculino,Lesionada,Adulto 30 a 39
20190653142,,Masculino,Lesionada,
20190653206,,Femenino,Lesionada,Adulto Joven
20190653224,,Masculino,Lesionada,Adulto 40 a 49
20190653372,,Masculino,Lesionada,
20190653372,,,Lesionada,
20190653372,,Femenino,Lesionada,
20190653372,,Femenino,Lesionada,
20190653372,,Femenino,Lesionada,
20190653378,,Femenino,Lesionada,Adulto 30 a 39
20190653384,,Masculino,Lesionada,Adolescente
20190653456,,Femenino,Lesionada,Adulto 30 a 39
20190653456,,Masculino,Lesionada,Adulto 40 a 49
20190653472,,Masculino,Lesionada,Adulto Joven
20190653487,,Masculino,Lesionada,Adulto Joven
20190653493,,Masculino,Lesionada,Adulto 50 a 59
20190653506,,Masculino,Lesionada,Adulto Joven
20190653573,,Masculino,Lesionada,Adulto 30 a 39
20190653591,,Masculino,Lesionada,Adulto 40 a 49
20190654707,,Femenino,Lesionada,Adulto Mayor
20190657922,,Masculino,Lesionada,Adulto 40 a 49
20190674305,,Femenino,Lesionada,Adulto Mayor
20190679816,,Masculino,Lesionada,Adulto 40 a 49
20190686053,,Femenino,Lesionada,Adulto 30 a 39
20190721634,,Masculino,Lesionada,Adulto Mayor
20190653707,,Femenino,Lesionada,Adolescente
20190653954,,Masculino,Lesionada,Adulto 40 a 49
20190653954,,Femenino,Lesionada,
20190654037,,Femenino,Lesionada,Adulto 40 a 49
20190185051,,Masculino,Lesionada,Adulto 30 a 39
20190654405,,Masculino,Lesionada,Adulto 30 a 39
20190654446,,,Lesionada,
20190654466,,Masculino,Lesionada,Adulto Joven
20190654590,,Femenino,Lesionada,Adulto 40 a 49
20190654613,,Masculino,Lesionada,Adulto 30 a 39
20190654621,,Masculino,Lesionada,Adulto 40 a 49
20190654621,,Masculino,Lesionada,Adolescente
20190654659,,Masculino,Lesionada,Adulto Joven
20190654675,,Masculino,Lesionada,Adulto 30 a 39
20190654691,,Femenino,Lesionada,Adulto 30 a 39
20190654778,,Masculino,Lesionada,Adulto 50 a 59
20190654852,,Femenino,Lesionada,Adulto 30 a 39
20190654896,,Masculino,Lesionada,Adulto Mayor
20190654997,,Femenino,Lesionada,Adulto Joven
20190655068,,Masculino,Lesionada,Adulto Joven
20190655143,,Masculino,Lesionada,Adulto 40 a 49
20190655265,,Masculino,Lesionada,Adulto 30 a 39
20190655276,,Femenino,Lesionada,Adulto 40 a 49
20190655303,,Masculino,Lesionada,Adulto 40 a 49
20190655306,,Masculino,Lesionada,Adulto 40 a 49
20190655333,,Femenino,Lesionada,Infante
20190655333,,Masculino,Lesionada,
20190655333,,Masculino,Lesionada,Adulto Joven
20190655333,,Masculino,Lesionada,Adulto Joven
20190655333,,Masculino,Lesionada,Adulto Joven
20190655333,,Masculino,Lesionada,Adulto Joven
20190655333,,Masculino,Lesionada,Adulto Joven
20190655333,,Masculino,Lesionada,Adulto 30 a 39
20190655333,,Femenino,Lesionada,Adulto 30 a 39
20190655333,,Masculino,Lesionada,Adulto 30 a 39
20190657084,,Masculino,Lesionada,Adulto 30 a 39
20190669253,,Masculino,Lesionada,Adulto 30 a 39
20190670135,,Masculino,Lesionada,Adulto Joven
20190655325,,Masculino,Lesionada,Adulto Joven
20190655464,,Masculino,Lesionada,
20190655524,,,Lesionada,
20190655535,,Masculino,Lesionada,Adulto 30 a 39
20190655538,,Masculino,Lesionada,Adulto 50 a 59
20190655586,,Masculino,Lesionada,Adulto 50 a 59
20190655603,,Masculino,Lesionada,Adulto 50 a 59
20190655727,,Masculino,Lesionada,Adulto 50 a 59
20190655809,,Femenino,Lesionada,Adulto 40 a 49
20190655846,,Masculino,Lesionada,Adulto 30 a 39
20190593884,,Masculino,Lesionada,Adulto Joven
20190655928,,Femenino,Lesionada,Adulto 40 a 49
20190655859,,Masculino,Lesionada,Adulto Joven
20190656227,,Masculino,Lesionada,Adulto 30 a 39
20190656254,,Masculino,Lesionada,Adulto Mayor
20190656409,,Masculino,Lesionada,Adolescente
20190656409,,Masculino,Lesionada,Adulto Joven
20190656409,,Masculino,Lesionada,Adulto 40 a 49
20190656435,,Masculino,Lesionada,Adulto Joven
20190656665,,Femenino,Lesionada,Adulto Joven
20190656682,,Masculino,Lesionada,Adulto Joven
20190656682,,Femenino,Lesionada,Adulto 30 a 39
20190656682,,Masculino,Lesionada,Adulto 50 a 59
20190656764,,Femenino,Lesionada,Adulto Joven
20190656791,,Femenino,Lesionada,Adulto 50 a 59
20190656859,,Masculino,Lesionada,Adulto Mayor
20190657113,,Femenino,Lesionada,Adulto Joven
20190657457,,Masculino,Lesionada,Adulto 30 a 39
20190657457,,Masculino,Lesionada,Adulto 30 a 39
20190657457,,Masculino,Lesionada,Adulto 40 a 49
20190657457,,Femenino,Lesionada,Adulto 40 a 49
20190657457,,Masculino,Lesionada,Adulto Mayor
20190657457,,Femenino,Lesionada,
20190657754,,Masculino,Lesionada,Adulto Mayor
20190657846,,Masculino,Lesionada,Adulto 30 a 39
20190658147,,Masculino,Lesionada,
20190658167,,Masculino,Lesionada,Adulto Mayor
20190658167,,Masculino,Lesionada,Adulto 30 a 39
20190658177,,Masculino,Lesionada,Adulto 40 a 49
20190658200,,Masculino,Lesionada,Adulto Joven
20190658202,,Masculino,Lesionada,Adulto 30 a 39
20190658202,,Masculino,Lesionada,Adulto 40 a 49
20190658202,,Femenino,Lesionada,Adulto 50 a 59
20190658233,,Femenino,Lesionada,Adulto Joven
20190658377,,Masculino,Lesionada,
20190658489,,Masculino,Lesionada,Adulto Joven
20190658489,,Masculino,Lesionada,Adulto 40 a 49
20190658787,,Femenino,Lesionada,Adulto 30 a 39
20190658797,,Femenino,Lesionada,Adulto Mayor
20190658904,,Masculino,Lesionada,Adulto Joven
20190658904,,Femenino,Lesionada,
20190658965,,Femenino,Lesionada,Adulto Mayor
20190658971,,Masculino,Lesionada,Adulto Joven
20190659084,,Masculino,Lesionada,
20190659313,,Masculino,Lesionada,Adulto 30 a 39
20190659263,,Masculino,Lesionada,Adulto Joven
20190659864,,Masculino,Lesionada,Adulto Joven
20190659868,,Masculino,Lesionada,Adulto 50 a 59
20190659886,,Masculino,Lesionada,Adulto Joven
20190660151,,Masculino,Lesionada,Adulto 40 a 49
20190660254,,Masculino,Lesionada,Adulto 30 a 39
20190660283,,Masculino,Lesionada,Adolescente
20190660329,,Masculino,Lesionada,Adulto Mayor
20190660426,,Masculino,Lesionada,Adulto 40 a 49
20190660514,,Femenino,Lesionada,
20190660579,,Masculino,Lesionada,Adulto 40 a 49
20190660581,,Femenino,Lesionada,
20190660581,,Femenino,Lesionada,
20190660648,,Femenino,Lesionada,Adolescente
20190660657,,Masculino,Lesionada,Adulto Joven
20190660778,,Femenino,Lesionada,Adulto Mayor
20190660887,,Masculino,Lesionada,Adulto 40 a 49
20190660938,,Masculino,Lesionada,Adulto 40 a 49
20190660946,,Femenino,Lesionada,Adulto Mayor
20190661021,,Masculino,Lesionada,Adulto 30 a 39
20190661182,,Femenino,Lesionada,Adulto Joven
20190661235,,Masculino,Lesionada,Adulto 40 a 49
20190661294,,Femenino,Lesionada,Adulto 30 a 39
20190661412,,Masculino,Lesionada,Adulto 40 a 49
20190661413,,Masculino,Lesionada,Adulto 30 a 39
20190661413,,Masculino,Lesionada,Adulto 50 a 59
20190661452,,Masculino,Lesionada,
20190661455,,Femenino,Lesionada,Adulto 50 a 59
20190661477,,Femenino,Lesionada,Adulto Mayor
20190661626,,Femenino,Lesionada,Adulto 40 a 49
20190661657,,Masculino,Lesionada,Adulto 30 a 39
20190661739,,Femenino,Lesionada,Adolescente
20190661783,,Masculino,Lesionada,Adulto Joven
20190661792,,Femenino,Lesionada,Adulto 30 a 39
20190661794,,Masculino,Lesionada,Adulto 50 a 59
20190663045,,Femenino,Lesionada,Adulto Joven
20190665076,,Masculino,Lesionada,Adulto 40 a 49
20190669905,,Masculino,Lesionada,
20190679550,,Masculino,Lesionada,Adulto 30 a 39
20190661634,,Femenino,Lesionada,Adulto Joven
20190662109,,Masculino,Lesionada,Adulto Joven
20190662124,,Masculino,Lesionada,Adulto 40 a 49
20190662186,,Masculino,Lesionada,Adulto 30 a 39
20190662614,,Masculino,Lesionada,Adulto Joven
20190662720,,Masculino,Lesionada,Adulto 50 a 59
20190662729,,Masculino,Lesionada,Adulto 50 a 59
20190215229,,Masculino,Lesionada,Adolescente
20190662869,,Masculino,Lesionada,Adulto 30 a 39
20190662896,,Masculino,Lesionada,Adolescente
20190663268,,Masculino,Lesionada,
20190663355,,Masculino,Lesionada,Adulto Joven
20190663595,,Femenino,Lesionada,Adulto 30 a 39
20190663706,,Masculino,Lesionada,Adulto 40 a 49
20190663714,,Femenino,Lesionada,Adulto 40 a 49
20190663736,,Masculino,Lesionada,Adulto 30 a 39
20190663911,,Masculino,Lesionada,Adulto 30 a 39
20190663912,,Masculino,Lesionada,Adulto Joven
20190663927,,Masculino,Lesionada,Adulto 30 a 39
20190664272,,Masculino,Lesionada,Adulto 40 a 49
20190664441,,Masculino,Lesionada,Adulto Mayor
20190664517,,Femenino,Lesionada,Adolescente
20190664517,,Femenino,Lesionada,Adulto Joven
20190664574,,Masculino,Lesionada,Adulto 30 a 39
20190664591,,Masculino,Lesionada,Adulto Joven
20190664597,,Femenino,Lesionada,Adulto Mayor
20190664598,,Femenino,Lesionada,Adulto Mayor
20190664661,,Masculino,Lesionada,Adolescente
20190664673,,,Lesionada,
20190664744,,Masculino,Lesionada,Adulto Joven
20190664846,,Masculino,Lesionada,
20190664891,,Masculino,Lesionada,Adulto Joven
20190664908,,Masculino,Lesionada,Adulto 30 a 39
20190664940,,Femenino,Lesionada,Adulto Mayor
20190672347,,Masculino,Lesionada,Adolescente
20190685727,,Masculino,Lesionada,Adulto 40 a 49
20190664989,,Femenino,Lesionada,Adulto Joven
20190665376,,Femenino,Lesionada,Adulto 30 a 39
20190665493,,Masculino,Lesionada,Adulto Joven
20190665790,,Masculino,Lesionada,Adulto 40 a 49
20190665790,,Masculino,Lesionada,Adulto 30 a 39
20190666181,,Masculino,Lesionada,Adulto 50 a 59
20190666208,,Femenino,Lesionada,Infante
20190666208,,Femenino,Lesionada,Adulto 30 a 39
20190666311,,Masculino,Lesionada,Adulto Joven
20190666385,,Masculino,Lesionada,Adulto 40 a 49
20190666531,,Femenino,Lesionada,Adulto Mayor
20190666550,,Femenino,Lesionada,Adulto Mayor
20190666560,,Masculino,Lesionada,Adulto 30 a 39
20190666638,,Femenino,Lesionada,Infante
20190666689,,Femenino,Lesionada,
20190666887,,Masculino,Lesionada,Adulto Mayor
20190666981,,Masculino,Lesionada,Adulto Joven
20190667065,,Masculino,Lesionada,
20190667089,,Masculino,Lesionada,Adulto Mayor
20190667149,,Femenino,Lesionada,Adulto 30 a 39
20190667612,,Masculino,Lesionada,Adulto 30 a 39
20190667627,,Masculino,Lesionada,Adulto Mayor
20190667630,,Masculino,Lesionada,Adulto 30 a 39
20190667692,,Femenino,Lesionada,Adulto 50 a 59
20190667774,,Femenino,Lesionada,Adulto 50 a 59
20190667819,,Femenino,Lesionada,Adulto Mayor
20190667888,,Femenino,Lesionada,
20190667888,,Masculino,Lesionada,Infante
20190667939,,Masculino,Lesionada,Adulto Mayor
20190667985,,Femenino,Lesionada,Adulto 30 a 39
20190667985,,Masculino,Lesionada,Adulto 30 a 39
20190668125,,Masculino,Lesionada,Adulto Joven
20190668150,,Masculino,Lesionada,Adulto 30 a 39
20190668165,,Masculino,Lesionada,Adulto Joven
20190668226,,Masculino,Lesionada,Adulto 40 a 49
20190668781,,Femenino,Lesionada,Adulto Mayor
20190674695,,Femenino,Lesionada,Adulto 50 a 59
20190678057,,Masculino,Lesionada,Adulto 30 a 39
20190667172,,Masculino,Lesionada,Adulto Joven
20190232888,,Masculino,Lesionada,Adolescente
20190668686,,Masculino,Lesionada,Adulto 30 a 39
20190668686,,Masculino,Lesionada,
20190668784,,Masculino,Lesionada,Adulto Mayor
20190668793,,Femenino,Lesionada,Adulto 40 a 49
20190669129,,Femenino,Lesionada,Adulto 40 a 49
20190669316,,Masculino,Lesionada,Adulto 30 a 39
20190669556,,Masculino,Lesionada,Adulto 30 a 39
20190669592,,Masculino,Lesionada,Adulto Joven
20190670045,,Masculino,Lesionada,Adulto Mayor
20190275380,,Femenino,Lesionada,
20190670070,,Masculino,Lesionada,Adulto Joven
20190670078,,Masculino,Lesionada,Adulto 40 a 49
20190670095,,Masculino,Lesionada,Adulto 40 a 49
20190670095,,Masculino,Lesionada,
20190670163,,Femenino,Lesionada,Adulto 40 a 49
20190670185,,Femenino,Lesionada,Adulto Mayor
20190670193,,Masculino,Lesionada,Adulto 50 a 59
20190670199,,Femenino,Lesionada,Adulto Joven
20190670360,,Masculino,Lesionada,Adulto 40 a 49
20190670445,,Masculino,Lesionada,Adulto Joven
20190670474,,Masculino,Lesionada,Adulto Joven
20190670510,,Masculino,Lesionada,Adulto Joven
20190670515,,Femenino,Lesionada,Adulto 30 a 39
20190670525,,Femenino,Lesionada,Adulto 30 a 39
20190670561,,Masculino,Lesionada,
20190670711,,Masculino,Lesionada,Adulto Joven
20190670761,,Femenino,Lesionada,
20190670770,,Masculino,Lesionada,
20190670777,,Femenino,Lesionada,Adolescente
20190670803,,Masculino,Lesionada,Adulto Joven
20190670803,,Masculino,Lesionada,Adulto 30 a 39
20190671009,,Masculino,Lesionada,Adulto 40 a 49
20190672277,,Femenino,Lesionada,Adulto Joven
20190693908,,Masculino,Lesionada,Adulto 50 a 59
20190712441,,Masculino,Lesionada,Adulto 50 a 59
20190674236,,Masculino,Lesionada,Adulto 50 a 59
20190679386,,Femenino,Lesionada,Adulto 40 a 49
20190671067,,Masculino,Lesionada,Adulto Joven
20190671299,,Femenino,Lesionada,Adulto Joven
20190671396,,Masculino,Lesionada,Adulto 30 a 39
20190671443,,Masculino,Lesionada,
20190671532,,,Lesionada,
20190671618,,Femenino,Lesionada,Adulto Mayor
20190671643,,Femenino,Lesionada,Adulto Joven
20190671654,,Femenino,Lesionada,Adulto Mayor
20190671752,,Masculino,Lesionada,
20190671887,,Femenino,Lesionada,
20190672071,,Masculino,Lesionada,Adulto 30 a 39
20190672071,,Masculino,Lesionada,Adulto 30 a 39
20190672077,,Femenino,Lesionada,Adulto 30 a 39
20190672097,,Femenino,Lesionada,Adulto 30 a 39
20190672097,,Masculino,Lesionada,Infante
20190672354,,Femenino,Lesionada,Adulto Joven
20190672538,,Masculino,Lesionada,Adulto Joven
20190672643,,Masculino,Lesionada,Adulto Mayor
20190677425,,Masculino,Lesionada,
20190672578,,Masculino,Lesionada,Adulto 30 a 39
20190672803,,Femenino,Lesionada,Adulto 50 a 59
20190672803,,Masculino,Lesionada,Adulto 50 a 59
20190672811,,Masculino,Lesionada,Adulto 30 a 39
20190672811,,Femenino,Lesionada,Adulto Joven
20190673014,,Femenino,Lesionada,Adulto Mayor
20190673103,,Masculino,Lesionada,Adulto Joven
20190673103,,Femenino,Lesionada,
20190673125,,Masculino,Lesionada,Adulto Mayor
20190673131,,Masculino,Lesionada,Adulto Joven
20190673228,,Femenino,Lesionada,
20190673414,,Masculino,Lesionada,Adolescente
20190673603,,Masculino,Lesionada,
20190673725,,Femenino,Lesionada,
20190673787,,Masculino,Lesionada,
20190673838,,Masculino,Lesionada,Adulto Joven
20190673839,,Masculino,Lesionada,Adulto Joven
20190673869,,Masculino,Lesionada,Adulto Mayor
20190673983,,Femenino,Lesionada,
20190688687,,Masculino,Lesionada,Adulto 40 a 49
20190688687,,Masculino,Lesionada,Adulto 50 a 59
20190672799,,Masculino,Lesionada,Adulto Joven
20190674059,,Masculino,Lesionada,Adulto Joven
20190674084,,Femenino,Lesionada,Adulto 30 a 39
20190674085,,Masculino,Lesionada,Adulto 50 a 59
20190674152,,Masculino,Lesionada,
20190674159,,Masculino,Lesionada,
20190674159,,Femenino,Lesionada,
20190674375,,Masculino,Lesionada,Adulto 30 a 39
20190674375,,Masculino,Lesionada,
20190674375,,Masculino,Lesionada,
20190674529,,Masculino,Lesionada,Adulto 50 a 59
20190674757,,Femenino,Lesionada,Adulto Mayor
20190674885,,Femenino,Lesionada,Adulto 40 a 49
20190675587,,Femenino,Lesionada,Adulto Mayor
20190675645,,Femenino,Lesionada,Adulto Mayor
20190677868,,Masculino,Lesionada,Adulto Mayor
20190677868,,Femenino,Lesionada,
