IdSiniestro,IdActorVictima,Sexo,TipoVictima,RangoEtario
20190489869,,Masculino,Lesionada,Adulto Joven
20190489872,,Femenino,Lesionada,Adulto 40 a 49
20190489964,,Masculino,Lesionada,Adulto 30 a 39
20190489969,,Masculino,Lesionada,Adulto Joven
20190490009,,Femenino,Lesionada,Adulto 40 a 49
20190490018,,Femenino,Lesionada,Adulto 30 a 39
20190490031,,,Lesionada,
20190490041,,Masculino,Lesionada,Adulto Joven
20190490067,,Masculino,Lesionada,Adulto Joven
20190490187,,Masculino,Lesionada,Adulto 40 a 49
20190490229,,Femenino,Lesionada,Adulto 30 a 39
20190490281,,Masculino,Lesionada,Adulto 40 a 49
20190490281,,Masculino,Lesionada,Adulto 30 a 39
20190490306,,Masculino,Lesionada,Adulto 30 a 39
20190490459,,Masculino,Lesionada,Adulto Joven
20190490491,,Masculino,Lesionada,Adulto 40 a 49
20190491074,,Masculino,Lesionada,Adulto Joven
20190491502,,Masculino,Lesionada,Adulto 40 a 49
20190491823,,Masculino,Lesionada,
20190492099,,Femenino,Lesionada,Adulto Joven
20190492227,,Masculino,Lesionada,Adulto 50 a 59
20190492235,,Masculino,Lesionada,Adulto 30 a 39
20190492424,,Masculino,Lesionada,
20190492424,,Masculino,Lesionada,Adulto Joven
20190492588,,,Lesionada,
20190492790,,Masculino,Lesionada,Adulto Joven
20190492919,,Masculino,Lesionada,Adulto 30 a 39
20190492929,,Femenino,Lesionada,Adulto 30 a 39
20190492987,,Femenino,Lesionada,Adulto 50 a 59
20190492988,,Femenino,Lesionada,Adulto 40 a 49
20190493047,,Femenino,Lesionada,Adulto 30 a 39
20190196728,,Masculino,Lesionada,Adulto 30 a 39
20190493108,,Masculino,Lesionada,Adulto Mayor
20190493114,,,Lesionada,
20190493186,,Masculino,Lesionada,Adulto Joven
20190493198,,Masculino,Lesionada,Adolescente
20190493208,,Masculino,Lesionada,Adulto Joven
20190286746,,Masculino,Lesionada,Adulto 30 a 39
20190493278,,Masculino,Lesionada,Adulto 40 a 49
20190493285,,Masculino,Lesionada,Adulto Joven
20190493347,,Femenino,Lesionada,Adulto Mayor
20190493356,,Femenino,Lesionada,Adulto Mayor
20190493439,,Masculino,Lesionada,Adulto 30 a 39
20190493469,,Masculino,Lesionada,Adulto Joven
20190493474,,Masculino,Lesionada,Adulto Joven
20190493539,,Masculino,Lesionada,Adulto Joven
20190499069,,Femenino,Lesionada,Adulto 30 a 39
20190572000,,Femenino,Lesionada,
20190644788,,Masculino,Lesionada,Adulto 40 a 49
20190493537,,Masculino,Lesionada,Adulto 30 a 39
20190493580,,Masculino,Lesionada,Adulto 30 a 39
20190493670,,Masculino,Lesionada,Adulto Mayor
20190493729,,Masculino,Lesionada,
20190493765,,Femenino,Lesionada,Adulto 30 a 39
20190493952,,Femenino,Lesionada,Adulto 30 a 39
20190493952,,Masculino,Lesionada,Adulto Joven
20190494145,,Femenino,Lesionada,Adulto 50 a 59
20190494168,,Femenino,Lesionada,Adulto Joven
20190494740,,Masculino,Lesionada,Adulto 40 a 49
20190494740,,Masculino,Lesionada,Adulto 30 a 39
20190494740,,Femenino,Lesionada,Adulto 40 a 49
20190494740,,Masculino,Lesionada,
20190494807,,Masculino,Lesionada,
20190054674,,Masculino,Lesionada,Adulto 40 a 49
20190494931,,Masculino,Lesionada,
20190495011,,Femenino,Lesionada,Adulto 40 a 49
20190495011,,Masculino,Lesionada,Adulto 50 a 59
20190495011,,Masculino,Lesionada,Infante
20190495035,,Masculino,Lesionada,Adulto Mayor
20190495035,,Masculino,Lesionada,Adulto Mayor
20190495436,,Masculino,Lesionada,Adulto Joven
20190495693,,Femenino,Lesionada,Adulto Mayor
20190495745,,Masculino,Lesionada,Adulto 50 a 59
20190496039,,Masculino,Lesionada,Adulto Joven
20190496073,,Masculino,Lesionada,Adulto 40 a 49
20190496097,,Masculino,Lesionada,Adulto 50 a 59
20190496114,,Masculino,Lesionada,Adulto Joven
20190496118,,Femenino,Lesionada,Adulto Mayor
20190496193,,Femenino,Lesionada,Adulto 30 a 39
20190496622,,Masculino,Lesionada,Adulto Joven
20190496797,,Femenino,Lesionada,Adulto Joven
20190508828,,Femenino,Lesionada,
20190513536,,Masculino,Lesionada,Adulto 30 a 39
20190520371,,Femenino,Lesionada,Adulto 50 a 59
20190642723,,Masculino,Lesionada,Adulto Joven
20190496421,,Masculino,Lesionada,Adulto 40 a 49
20190496471,,Masculino,Lesionada,Adulto 40 a 49
20190496473,,Femenino,Lesionada,Adulto 40 a 49
20190496473,,Masculino,Lesionada,Adulto Joven
20190496482,,Femenino,Lesionada,Adulto 30 a 39
20190496482,,Femenino,Lesionada,Adulto 40 a 49
20190496495,,Masculino,Lesionada,Adulto 30 a 39
20190496611,,Femenino,Lesionada,Adulto Joven
20190497019,,Masculino,Lesionada,Adulto 40 a 49
20190497056,,Masculino,Lesionada,Adulto 30 a 39
20190315749,,Masculino,Lesionada,Adulto Mayor
20190497237,,Masculino,Lesionada,Adolescente
20190497270,,Femenino,Lesionada,Adulto 30 a 39
20190497270,,Masculino,Lesionada,Adulto 30 a 39
20190497291,,Masculino,Lesionada,Adulto Joven
20190497468,,Femenino,Lesionada,
20190497476,,Masculino,Lesionada,Adulto Joven
20190497919,,Masculino,Lesionada,Adulto 40 a 49
20190497988,,Masculino,Lesionada,Adulto Joven
20190501594,,Masculino,Lesionada,Adulto 40 a 49
20190527497,,Femenino,Lesionada,Adulto Joven
20190644879,,Masculino,Lesionada,Adulto 40 a 49
20190498336,,Femenino,Lesionada,Adulto 50 a 59
20190498358,,Femenino,Lesionada,Adulto Joven
20190498551,,Femenino,Lesionada,Adulto Joven
20190498551,,Masculino,Lesionada,Adulto 30 a 39
20190498577,,Femenino,Lesionada,Adulto Joven
20190498676,,Masculino,Lesionada,Adulto 40 a 49
20190498719,,Femenino,Lesionada,Infante
20190498823,,Femenino,Lesionada,Adulto Joven
20190498859,,Masculino,Lesionada,Adulto Joven
20190499039,,Femenino,Lesionada,Adulto Joven
20190499111,,Femenino,Lesionada,Adulto 30 a 39
20190499219,,Masculino,Lesionada,Adulto Joven
20190499219,,Femenino,Lesionada,Adulto Mayor
20190499224,,Masculino,Lesionada,
20190499268,,Masculino,Lesionada,Adulto 40 a 49
20190499310,,Masculino,Lesionada,Adulto Joven
20190499310,,Masculino,Lesionada,Adulto 50 a 59
20190499310,,Femenino,Lesionada,Adulto Mayor
20190499310,,Femenino,Lesionada,Adulto Joven
20190256812,,Masculino,Lesionada,Adulto 30 a 39
20190499330,,Masculino,Lesionada,
20190499350,,Femenino,Lesionada,Adulto Joven
20190499415,,Masculino,Lesionada,Adulto Joven
20190499457,,Masculino,Lesionada,Adulto Joven
20190499457,,Masculino,Lesionada,Adulto 30 a 39
20190704458,,Masculino,Lesionada,Adulto 40 a 49
20190704458,,Masculino,Lesionada,Adolescente
20190704458,,Masculino,Lesionada,Adulto 50 a 59
20190703847,,Masculino,Lesionada,Adulto 30 a 39
20190499642,,Masculino,Lesionada,Adulto 30 a 39
20190499675,,Masculino,Lesionada,Adulto 30 a 39
20190499676,,Masculino,Lesionada,Adulto 40 a 49
20190499684,,Masculino,Lesionada,Adulto 30 a 39
20190499805,,Masculino,Lesionada,Adulto 30 a 39
20190499805,,Masculino,Lesionada,Adulto 40 a 49
20190499942,,Masculino,Lesionada,Adulto 30 a 39
20190499964,,Masculino,Lesionada,
20190500531,,Masculino,Lesionada,Adulto 30 a 39
20190500597,,Masculino,Lesionada,Adulto Joven
20190500628,,Femenino,Lesionada,Adulto 30 a 39
20190500659,,Masculino,Lesionada,Adulto Joven
20190500874,,Masculino,Lesionada,Adulto 30 a 39
20190500905,,Femenino,Lesionada,Adulto 50 a 59
20190500905,,Femenino,Lesionada,Adulto 50 a 59
20190500905,,Femenino,Lesionada,Adulto Mayor
20190501260,,Masculino,Lesionada,Adulto Joven
20190501260,,Femenino,Lesionada,Adulto Joven
20190501272,,Femenino,Lesionada,Adulto 30 a 39
20190501276,,Femenino,Lesionada,Adulto 40 a 49
20190501282,,Femenino,Lesionada,Adulto 40 a 49
20190501282,,Masculino,Lesionada,Adulto 30 a 39
20190501328,,Masculino,Lesionada,Adulto Joven
20190501409,,Masculino,Lesionada,
20190501593,,Femenino,Lesionada,Adulto Joven
20190501740,,Masculino,Lesionada,Adulto 40 a 49
20190502080,,Femenino,Lesionada,Adulto Joven
20190502104,,Masculino,Lesionada,Adulto Joven
20190502246,,Femenino,Lesionada,Adulto Joven
20190503914,,Masculino,Lesionada,
20190505398,,Masculino,Lesionada,Adulto 30 a 39
20190505508,,Masculino,Lesionada,Adulto Joven
20190557266,,Masculino,Lesionada,Adulto 50 a 59
20190579663,,Femenino,Lesionada,Adulto 30 a 39
20190502463,,Masculino,Lesionada,Adulto Mayor
20190502507,,Masculino,Lesionada,Adulto 30 a 39
20190502543,,Femenino,Lesionada,Adulto 50 a 59
20190502570,,Masculino,Lesionada,Adulto Mayor
20190502594,,Femenino,Lesionada,Adulto 40 a 49
20190502675,,Femenino,Lesionada,Adulto 30 a 39
20190502675,,Femenino,Lesionada,Adulto 30 a 39
20190502749,,Masculino,Lesionada,Adulto 40 a 49
20190502761,,Masculino,Lesionada,Adulto 30 a 39
20190502978,,Masculino,Lesionada,Adulto Joven
20190503242,,Femenino,Lesionada,Adulto Joven
20190503248,,Masculino,Lesionada,Adulto 50 a 59
20190503254,,Masculino,Lesionada,Adulto 30 a 39
20190503360,,Masculino,Lesionada,Adulto Joven
20190503421,,Masculino,Lesionada,Adulto 50 a 59
20190503430,,Masculino,Lesionada,Adulto 30 a 39
20190503697,,Masculino,Lesionada,Adulto 40 a 49
20190347613,,Masculino,Lesionada,
20190503772,,Femenino,Lesionada,Adulto Mayor
20190504025,,Masculino,Lesionada,Adulto Joven
20190504053,,Masculino,Lesionada,Adulto Joven
20190504068,,Masculino,Lesionada,Adulto 30 a 39
20190504140,,Femenino,Lesionada,Adulto 50 a 59
20190504140,,Masculino,Lesionada,Adulto Mayor
20190504337,,Masculino,Lesionada,Adulto 30 a 39
20190504380,,Femenino,Lesionada,Adulto 30 a 39
20190504461,,Femenino,Lesionada,Adulto 40 a 49
20190504461,,Femenino,Lesionada,Adulto 30 a 39
20190504461,,Femenino,Lesionada,Adulto 50 a 59
20190504590,,Masculino,Lesionada,Adulto 30 a 39
20190504590,,Masculino,Lesionada,
20190504608,,Masculino,Lesionada,Adulto 30 a 39
20190504713,,Masculino,Lesionada,Adulto 40 a 49
20190504743,,Femenino,Lesionada,Adulto Joven
20190504843,,Masculino,Lesionada,Adulto Joven
20190511910,,Masculino,Lesionada,Adulto 40 a 49
20190632056,,Masculino,Lesionada,Adulto Joven
20190504614,,Femenino,Lesionada,
20190505025,,Masculino,Lesionada,Adulto Joven
20190505309,,Femenino,Lesionada,Adulto 50 a 59
20190505663,,Femenino,Lesionada,Adulto Joven
20190505717,,Masculino,Lesionada,Adulto Mayor
20190505930,,Masculino,Lesionada,
20190505936,,Masculino,Lesionada,
20190506439,,Femenino,Lesionada,Adulto 30 a 39
20190506712,,Femenino,Lesionada,Adulto 40 a 49
20190506796,,Masculino,Lesionada,Adulto Mayor
20190507026,,Masculino,Lesionada,
20190507060,,Femenino,Lesionada,Adulto Joven
20190507088,,Femenino,Lesionada,Adulto 40 a 49
20190507102,,Masculino,Lesionada,Adulto Joven
20190507102,,Masculino,Lesionada,Adulto 30 a 39
20190507119,,Femenino,Lesionada,Adulto 30 a 39
20190507130,,Masculino,Lesionada,Adulto 40 a 49
20190507295,,Masculino,Lesionada,Adulto Mayor
20190507321,,Masculino,Lesionada,Adulto 30 a 39
20190507364,,Masculino,Lesionada,Adulto Mayor
20190507396,,Masculino,Lesionada,Adulto Mayor
20190507467,,Masculino,Lesionada,Adulto Joven
20190509488,,Masculino,Lesionada,Adolescente
20190510304,,Femenino,Lesionada,
20190507448,,Masculino,Lesionada,Adulto Joven
20190507488,,Masculino,Lesionada,Adulto Joven
20190507553,,Masculino,Lesionada,Adulto Joven
20190507628,,Masculino,Lesionada,Adulto Joven
20190507628,,Masculino,Lesionada,Adulto 30 a 39
20190507725,,Femenino,Lesionada,Adulto 30 a 39
20190507776,,Femenino,Lesionada,Adulto Joven
20190507776,,Masculino,Lesionada,Adulto Joven
20190507811,,Masculino,Lesionada,Adulto 30 a 39
20190507903,,Masculino,Lesionada,Adulto Joven
20190508117,,Femenino,Lesionada,Adulto 30 a 39
20190508310,,Masculino,Lesionada,Adulto Joven
20190508468,,Masculino,Lesionada,Adulto 50 a 59
20190508560,,Masculino,Lesionada,Adulto 30 a 39
20190508598,,Femenino,Lesionada,Adulto Joven
20190508621,,Masculino,Lesionada,Adulto 30 a 39
20190508728,,Masculino,Lesionada,Adulto Joven
20190508825,,Femenino,Lesionada,Adulto Mayor
20190508918,,Masculino,Lesionada,
20190508993,,Masculino,Lesionada,Adulto Mayor
20190509056,,Femenino,Lesionada,Adulto Joven
20190509247,,Masculino,Lesionada,Adulto Joven
20190509259,,Masculino,Lesionada,Adulto 40 a 49
20190509278,,Masculino,Lesionada,Adulto 30 a 39
20190509278,,Femenino,Lesionada,Adulto 50 a 59
20190509278,,Femenino,Lesionada,Adulto 50 a 59
20190509431,,Masculino,Lesionada,Adulto Joven
20190509435,,Masculino,Lesionada,Adulto Joven
20190509645,,Masculino,Lesionada,Adulto 30 a 39
20190509704,,Femenino,Lesionada,Adulto Joven
20190509832,,Masculino,Lesionada,Adulto 30 a 39
20190509861,,Masculino,Lesionada,Adulto 30 a 39
20190509899,,Masculino,Lesionada,
20190509994,,Masculino,Lesionada,Adulto 30 a 39
20190511388,,Masculino,Lesionada,Adulto Joven
20190511971,,Femenino,Lesionada,Adulto Joven
20190524454,,Femenino,Lesionada,Adulto Joven
20190510041,,Masculino,Lesionada,Adulto Joven
20190510126,,Masculino,Lesionada,Adulto 40 a 49
20190510285,,Masculino,Lesionada,Adulto 30 a 39
20190510394,,Masculino,Lesionada,Adulto 30 a 39
20190510456,,Masculino,Lesionada,Adulto Joven
20190510732,,Masculino,Lesionada,Adulto Joven
20190510742,,Masculino,Lesionada,Adulto 40 a 49
20190510827,,Masculino,Lesionada,Adulto 40 a 49
20190511035,,Femenino,Lesionada,
20190511090,,Femenino,Lesionada,Adulto Mayor
20190511225,,Femenino,Lesionada,Adulto 40 a 49
20190511475,,Masculino,Lesionada,Adulto Joven
20190511483,,Femenino,Lesionada,Adulto Mayor
20190511505,,Femenino,Lesionada,
20190511521,,Femenino,Lesionada,Adulto 30 a 39
20190511536,,Femenino,Lesionada,Adulto 40 a 49
20190511536,,Femenino,Lesionada,Adulto 50 a 59
20190511536,,Femenino,Lesionada,Adulto Mayor
20190511574,,Masculino,Lesionada,Adulto 30 a 39
20190511886,,Masculino,Lesionada,Adulto Joven
20190213292,,Masculino,Lesionada,Adulto Joven
20190512100,,Masculino,Lesionada,Adulto 30 a 39
20190512118,,Masculino,Lesionada,Adulto Joven
20190512132,,Femenino,Lesionada,Adulto 30 a 39
20190512150,,Femenino,Lesionada,Adulto 30 a 39
20190512153,,Femenino,Lesionada,Adulto 40 a 49
20190512203,,Femenino,Lesionada,Adolescente
20190512203,,Masculino,Lesionada,Adulto 40 a 49
20190512242,,Masculino,Lesionada,Adulto 30 a 39
20190512359,,Masculino,Lesionada,Adulto 30 a 39
20190512428,,Masculino,Lesionada,Adulto 30 a 39
20190512471,,Masculino,Lesionada,Adulto 30 a 39
20190512543,,Masculino,Lesionada,
20190512552,,Masculino,Lesionada,Infante
20190512552,,Femenino,Lesionada,Infante
20190512578,,Femenino,Lesionada,Adulto Joven
20190512586,,Masculino,Lesionada,Adulto Mayor
20190213813,,Masculino,Lesionada,Adulto 30 a 39
20190512624,,Masculino,Lesionada,Adulto Joven
20190513019,,Masculino,Lesionada,Adulto Joven
20190567355,,Masculino,Lesionada,Adulto 40 a 49
20190568038,,Masculino,Lesionada,Adulto 30 a 39
20190512881,,Masculino,Lesionada,Adulto 30 a 39
20190512898,,Masculino,Lesionada,Adulto Joven
20190513046,,Masculino,Lesionada,Adulto Joven
20190513136,,Masculino,Lesionada,Adulto Joven
20190513136,,Masculino,Lesionada,Adulto 30 a 39
20190513163,,Masculino,Lesionada,Infante
20190513163,,Masculino,Lesionada,Infante
20190513163,,Femenino,Lesionada,Adulto Mayor
20190513197,,Masculino,Lesionada,Adulto Joven
20190513215,,Masculino,Lesionada,Adulto 30 a 39
20190513215,,Masculino,Lesionada,Adulto Joven
20190513293,,Femenino,Lesionada,Adulto 30 a 39
20190513298,,Femenino,Lesionada,Adulto Joven
20190513417,,Masculino,Lesionada,Adulto Joven
20190513502,,Femenino,Lesionada,Adulto 40 a 49
20190513573,,Masculino,Lesionada,Adulto Joven
20190513717,,Masculino,Lesionada,Adulto 40 a 49
20190513756,,Masculino,Lesionada,Adulto Joven
20190514010,,Masculino,Lesionada,Adulto Joven
20190514080,,Masculino,Lesionada,Adulto 30 a 39
20190514102,,Femenino,Lesionada,Adulto Joven
20190514102,,Femenino,Lesionada,Adulto 30 a 39
20190514102,,Femenino,Lesionada,Adulto 40 a 49
20190514102,,Femenino,Lesionada,
20190513058,,Masculino,Lesionada,Adulto 30 a 39
20190514160,,Masculino,Lesionada,Adulto Joven
20190514262,,Femenino,Lesionada,Adulto 50 a 59
20190514262,,Masculino,Lesionada,Adulto Joven
20190514290,,Masculino,Lesionada,Adulto Joven
20190514431,,Masculino,Lesionada,Adulto Mayor
20190514432,,Masculino,Lesionada,Adulto 30 a 39
20190514481,,Masculino,Lesionada,Adulto Joven
20190514481,,Masculino,Lesionada,Adulto Joven
20190514481,,Femenino,Lesionada,Adulto 40 a 49
20190514481,,Masculino,Lesionada,Adulto 40 a 49
20190514481,,Femenino,Lesionada,
20190514481,,Masculino,Lesionada,Adulto Joven
20190514647,,Femenino,Lesionada,Adulto 40 a 49
20190514723,,Masculino,Lesionada,
20190514885,,Masculino,Lesionada,Adulto Joven
20190514926,,Femenino,Lesionada,Adulto Joven
20190514958,,Masculino,Lesionada,Adulto Joven
20190515052,,Masculino,Lesionada,Adulto 30 a 39
20190515062,,Masculino,Lesionada,Infante
20190515065,,Masculino,Lesionada,Adulto 30 a 39
20190515065,,Masculino,Lesionada,Adulto 50 a 59
20190515092,,Femenino,Lesionada,Adulto 30 a 39
20190515092,,Femenino,Lesionada,Adulto 30 a 39
20190515092,,Femenino,Lesionada,Adulto 40 a 49
20190515120,,Masculino,Lesionada,Adulto 30 a 39
20190515120,,Masculino,Lesionada,Adulto 30 a 39
20190515121,,Masculino,Lesionada,Adulto 30 a 39
20190515135,,Masculino,Lesionada,Adulto Joven
20190515175,,Masculino,Lesionada,Adulto Mayor
20190515175,,Femenino,Lesionada,
20190515180,,Masculino,Lesionada,Adulto Joven
20190515180,,Masculino,Lesionada,Adulto 30 a 39
20190516534,,Masculino,Lesionada,Adulto 40 a 49
20190516668,,Masculino,Lesionada,Adulto Joven
20190515417,,Masculino,Lesionada,Adulto Joven
20190515422,,Masculino,Lesionada,Adulto 40 a 49
20190515537,,Masculino,Lesionada,Adulto 30 a 39
20190515537,,Femenino,Lesionada,Adulto 40 a 49
20190515557,,Masculino,Lesionada,Adulto 30 a 39
20190515595,,Masculino,Lesionada,Adulto 30 a 39
20190515747,,Masculino,Lesionada,Adulto 30 a 39
20190515879,,Femenino,Lesionada,Adulto 50 a 59
20190515965,,Femenino,Lesionada,Adulto Joven
20190515968,,Masculino,Lesionada,Adulto 30 a 39
20190516153,,Masculino,Lesionada,Adulto 40 a 49
20190516179,,Femenino,Lesionada,Adulto Joven
20190516179,,Femenino,Lesionada,Adulto 40 a 49
20190516179,,Femenino,Lesionada,Adulto 50 a 59
20190516256,,Femenino,Lesionada,Adulto 30 a 39
20190516438,,Masculino,Lesionada,Adulto Joven
20190518095,,Masculino,Lesionada,
20190526760,,Masculino,Lesionada,Adulto Joven
20190532745,,Femenino,Lesionada,Adulto Mayor
20190516646,,Femenino,Lesionada,
20190516692,,Femenino,Lesionada,Adulto Joven
20190516701,,Femenino,Lesionada,Adulto Mayor
20190516821,,Masculino,Lesionada,Adulto Joven
20190517253,,Masculino,Lesionada,Adulto 40 a 49
20190517939,,Masculino,Lesionada,Adulto Mayor
20190518094,,Masculino,Lesionada,Adulto Mayor
20190518196,,Femenino,Lesionada,Adulto Mayor
20190518274,,Femenino,Lesionada,Adulto Joven
20190518513,,Femenino,Lesionada,Adulto Mayor
20190518601,,Femenino,Lesionada,Adulto 30 a 39
20190518611,,Masculino,Lesionada,Adulto 30 a 39
20190518640,,Masculino,Lesionada,Adulto Joven
20190518709,,Masculino,Lesionada,Adulto 40 a 49
20190518724,,Femenino,Lesionada,Adulto 30 a 39
20190518785,,Masculino,Lesionada,Adulto 30 a 39
20190518810,,Masculino,Lesionada,Adulto Joven
20190518855,,Masculino,Lesionada,Adulto 40 a 49
20190518862,,Masculino,Lesionada,Adulto 40 a 49
20190518880,,Masculino,Lesionada,Adulto Joven
20190519076,,Masculino,Lesionada,Adulto 40 a 49
20190519078,,Femenino,Lesionada,Adulto Joven
20190519188,,Femenino,Lesionada,Adulto 50 a 59
20190519222,,Masculino,Lesionada,
20190519254,,,Lesionada,
20190519283,,Masculino,Lesionada,Adulto 50 a 59
20190519457,,Masculino,Lesionada,Adulto Joven
20190519531,,Femenino,Lesionada,Adulto 40 a 49
20190521990,,Masculino,Lesionada,Adulto Joven
20190534630,,Femenino,Lesionada,Adulto 40 a 49
20190601421,,Masculino,Lesionada,Adulto Joven
20190519546,,Masculino,Lesionada,Adulto 50 a 59
20190519602,,Femenino,Lesionada,Adulto Joven
20190519651,,Femenino,Lesionada,Adolescente
20190519654,,Masculino,Lesionada,Adulto Joven
20190519812,,Masculino,Lesionada,Adulto Joven
20190519871,,Masculino,Lesionada,Adulto Joven
20190519894,,Femenino,Lesionada,Adulto Mayor
20190520059,,Masculino,Lesionada,Adulto Joven
20190520203,,Masculino,Lesionada,Adulto 30 a 39
20190520209,,Masculino,Lesionada,Adulto 30 a 39
20190520344,,Masculino,Lesionada,
20190520423,,Masculino,Lesionada,Adulto 50 a 59
20190520449,,Masculino,Lesionada,Adulto Joven
20190520480,,Femenino,Lesionada,Adulto 40 a 49
20190520567,,Femenino,Lesionada,Adulto Mayor
20190520773,,Masculino,Lesionada,Adulto Mayor
20190520828,,Masculino,Lesionada,Adulto 50 a 59
20190520828,,Masculino,Lesionada,
20190520835,,Femenino,Lesionada,Adulto Joven
20190520937,,Masculino,Lesionada,Adulto 30 a 39
20190521032,,Femenino,Lesionada,Adulto Joven
20190521105,,Masculino,Lesionada,Adulto Joven
20190521129,,Masculino,Lesionada,Adulto 30 a 39
20190521129,,Femenino,Lesionada,Adulto Joven
20190521287,,Masculino,Lesionada,Adulto Mayor
20190521398,,Masculino,Lesionada,Adulto 30 a 39
20190521439,,Femenino,Lesionada,Adulto 30 a 39
20190521493,,Femenino,Lesionada,
20190521495,,Masculino,Lesionada,Adulto 30 a 39
20190521537,,Masculino,Lesionada,Adulto 30 a 39
20190521554,,Femenino,Lesionada,Adulto Mayor
20190521653,,Masculino,Lesionada,Adulto Joven
20190521693,,Masculino,Lesionada,Adulto 40 a 49
20190521694,,Masculino,Lesionada,Adulto 40 a 49
20190521754,,Masculino,Lesionada,Adulto 50 a 59
20190521848,,Femenino,Lesionada,Adulto 30 a 39
20190521848,,Masculino,Lesionada,Adulto 50 a 59
20190521872,,Masculino,Lesionada,Adulto 40 a 49
20190521872,,Femenino,Lesionada,Adulto 50 a 59
20190521878,,Masculino,Lesionada,Adulto 40 a 49
20190521916,,Masculino,Lesionada,Adulto 40 a 49
20190521919,,Masculino,Lesionada,Adulto 30 a 39
20190521937,,Masculino,Lesionada,Adulto Joven
20190522064,,Femenino,Lesionada,Adulto Mayor
20190522129,,Masculino,Lesionada,Adulto 30 a 39
20190522143,,Masculino,Lesionada,Adulto Joven
20190522143,,Femenino,Lesionada,Adulto Joven
20190522146,,Masculino,Lesionada,Adulto Joven
20190522146,,Masculino,Lesionada,Adulto Joven
20190522174,,Femenino,Lesionada,Adulto Joven
20190522250,,Masculino,Lesionada,Adulto 30 a 39
20190522293,,Femenino,Lesionada,Adulto Joven
20190522329,,Femenino,Lesionada,Adulto Joven
20190523804,,Masculino,Lesionada,Adulto 40 a 49
20190524945,,Masculino,Lesionada,Adulto Joven
20190527041,,Femenino,Lesionada,Adulto 30 a 39
20190528163,,Masculino,Lesionada,Adulto Joven
20190529896,,Masculino,Lesionada,Adulto Joven
20190560154,,Femenino,Lesionada,Adulto Joven
20190572973,,Masculino,Lesionada,Adulto Joven
20190522275,,Masculino,Lesionada,Adulto Joven
20190522853,,Masculino,Lesionada,Adulto 40 a 49
20190523001,,Femenino,Lesionada,Adulto 30 a 39
20190523123,,Masculino,Lesionada,Adulto 40 a 49
20190523160,,Masculino,Lesionada,
20190523224,,Femenino,Lesionada,Adulto Joven
20190523368,,Masculino,Lesionada,Adulto Mayor
20190523499,,Masculino,Lesionada,Adulto Joven
20190523646,,Masculino,Lesionada,Adulto Joven
20190523646,,Femenino,Lesionada,Adulto Joven
20190523862,,Masculino,Lesionada,
20190524089,,Masculino,Lesionada,Adulto Joven
20190524089,,Femenino,Lesionada,Adulto 30 a 39
20190524213,,Masculino,Lesionada,Adulto Joven
20190524351,,Masculino,Lesionada,Adulto 30 a 39
20190524400,,Masculino,Lesionada,Adulto 30 a 39
20190524453,,Masculino,Lesionada,Adulto Joven
20190524573,,Masculino,Lesionada,Adulto 50 a 59
20190524858,,Masculino,Lesionada,Adulto Joven
20190525005,,Femenino,Lesionada,Adulto Mayor
20190525027,,Masculino,Lesionada,Adulto Joven
20190528528,,Femenino,Lesionada,Adulto 50 a 59
20190538396,,Masculino,Lesionada,Adulto 40 a 49
20190522441,,Masculino,Lesionada,Adulto 40 a 49
20190525494,,Femenino,Lesionada,Adulto Mayor
20190525494,,Masculino,Lesionada,Adulto Mayor
20190525497,,Masculino,Lesionada,Adulto 30 a 39
20190525497,,Masculino,Lesionada,Adulto 30 a 39
20190525515,,Masculino,Lesionada,Adulto Joven
20190525596,,Masculino,Lesionada,Adulto Joven
20190526098,,Masculino,Lesionada,Adulto 30 a 39
20190526343,,Masculino,Lesionada,
20190526402,,Masculino,Lesionada,Adulto 30 a 39
20190526442,,Masculino,Lesionada,Adulto 50 a 59
20190526442,,Masculino,Lesionada,Adulto Joven
20190526886,,Masculino,Lesionada,Adulto Joven
20190526957,,Masculino,Lesionada,Adulto 40 a 49
20190526986,,Masculino,Lesionada,Adulto 40 a 49
20190527083,,Masculino,Lesionada,Adulto 30 a 39
20190527293,,Masculino,Lesionada,Adulto 30 a 39
20190527300,,Masculino,Lesionada,
20190527390,,Masculino,Lesionada,Adulto 40 a 49
20190527666,,Masculino,Lesionada,Adulto 40 a 49
20190527809,,Masculino,Lesionada,Adulto Joven
20190527832,,Masculino,Lesionada,Adulto Mayor
20190528453,,Femenino,Lesionada,Adulto 30 a 39
20190539947,,Masculino,Lesionada,Adulto 50 a 59
20190540445,,Masculino,Lesionada,Adulto 50 a 59
20190527804,,Femenino,Lesionada,Adulto Joven
20190527804,,Masculino,Lesionada,Adulto Joven
20190527863,,Masculino,Lesionada,Adulto Joven
20190527886,,Femenino,Lesionada,Adulto Joven
20190527974,,Masculino,Lesionada,Adulto Joven
20190528009,,Masculino,Lesionada,Adulto 30 a 39
20190528197,,Masculino,Lesionada,Adulto Joven
20190528258,,Femenino,Lesionada,Adulto Joven
20190528258,,Masculino,Lesionada,Adulto Joven
20190528297,,Femenino,Lesionada,Adulto 30 a 39
20190528386,,Masculino,Lesionada,Adulto 40 a 49
20190528579,,Femenino,Lesionada,Adolescente
20190528594,,Masculino,Lesionada,Adulto Joven
